sample_id	tool	wall_time_ms	peak_mem_kb	n_genes	n_variants
HG01350	GenomeGuard	51.956	476.4	20	22
HG01351	GenomeGuard	65.849	475.5	20	22
HG01352	GenomeGuard	62.195	476.3	20	22
HG01353	GenomeGuard	56.273	476.1	20	22
HG01354	GenomeGuard	57.749	477.3	20	22
HG01355	GenomeGuard	53.565	477.1	20	22
HG01356	GenomeGuard	53.568	475.3	20	22
HG01357	GenomeGuard	62.799	477.8	20	22
HG01358	GenomeGuard	56.497	476.1	20	22
HG01359	GenomeGuard	52.875	476.2	20	22
HG01360	GenomeGuard	54.561	476.7	20	22
HG01361	GenomeGuard	64.997	476.4	20	22
HG01362	GenomeGuard	67.169	476.9	20	22
HG01363	GenomeGuard	67.615	477.1	20	22
HG01365	GenomeGuard	65.906	476.8	20	22
HG01366	GenomeGuard	69.549	476.6	20	22
HG01367	GenomeGuard	67.257	475.9	20	22
HG01369	GenomeGuard	58.331	477.2	20	22
HG01372	GenomeGuard	52.976	475.6	20	22
HG01374	GenomeGuard	57.603	476.5	20	22
HG01375	GenomeGuard	59.197	477.1	20	22
HG01376	GenomeGuard	55.325	477.8	20	22
HG01377	GenomeGuard	63.056	477.7	20	22
HG01378	GenomeGuard	52.212	476.4	20	22
HG01379	GenomeGuard	57.611	477.2	20	22
HG01383	GenomeGuard	60.6	476.6	20	22
HG01384	GenomeGuard	59.406	477.2	20	22
HG01385	GenomeGuard	60.106	476.7	20	22
HG01389	GenomeGuard	55.523	477.2	20	22
HG01390	GenomeGuard	51.426	477.4	20	22
HG01391	GenomeGuard	51.453	475.8	20	22
HG01392	GenomeGuard	52.497	475.9	20	22
HG01393	GenomeGuard	58.672	476.4	20	22
HG01395	GenomeGuard	73.398	476.6	20	22
HG01396	GenomeGuard	74.161	475.6	20	22
HG01398	GenomeGuard	53.805	476.5	20	22
HG01402	GenomeGuard	54.336	475.6	20	22
HG01403	GenomeGuard	60.205	476.7	20	22
HG01405	GenomeGuard	56.278	476.8	20	22
HG01412	GenomeGuard	58.122	476.9	20	22
HG01413	GenomeGuard	57.717	477.1	20	22
HG01414	GenomeGuard	58.009	476.4	20	22
HG01431	GenomeGuard	50.052	476.4	20	22
HG01432	GenomeGuard	47.976	476.6	20	22
HG01433	GenomeGuard	49.21	476.4	20	22
HG01435	GenomeGuard	48.137	475.6	20	22
HG01437	GenomeGuard	48.87	476.9	20	22
HG01438	GenomeGuard	52.804	477.3	20	22
HG01439	GenomeGuard	64.239	477.2	20	22
HG01440	GenomeGuard	60.853	476.5	20	22
HG01441	GenomeGuard	66.411	477.1	20	22
HG01443	GenomeGuard	65.417	476.5	20	22
HG01444	GenomeGuard	54.11	476.7	20	22
HG01447	GenomeGuard	45.631	475.3	20	22
HG01455	GenomeGuard	52.371	476.6	20	22
HG01456	GenomeGuard	59.555	476.4	20	22
HG01457	GenomeGuard	111.38	475.6	20	22
HG01459	GenomeGuard	80.475	476.9	20	22
HG01461	GenomeGuard	72.129	475.9	20	22
HG01462	GenomeGuard	61.756	476.6	20	22
HG01463	GenomeGuard	67.751	476.9	20	22
HG01464	GenomeGuard	68.11	476.3	20	22
HG01465	GenomeGuard	70.804	477.3	20	22
HG01466	GenomeGuard	73.102	477.1	20	22
HG01468	GenomeGuard	68.396	476.7	20	22
HG01474	GenomeGuard	70.506	476.7	20	22
HG01479	GenomeGuard	71.499	477.0	20	22
HG01485	GenomeGuard	66.654	476.1	20	22
HG01486	GenomeGuard	54.056	477.6	20	22
HG01488	GenomeGuard	63.35	476.2	20	22
HG01489	GenomeGuard	67.029	476.2	20	22
HG01490	GenomeGuard	53.969	477.4	20	22
HG01491	GenomeGuard	51.676	476.9	20	22
HG01492	GenomeGuard	70.66	475.9	20	22
HG01493	GenomeGuard	67.841	476.1	20	22
HG01494	GenomeGuard	56.367	476.7	20	22
HG01495	GenomeGuard	47.441	477.4	20	22
HG01496	GenomeGuard	53.508	476.3	20	22
HG01497	GenomeGuard	54.375	476.6	20	22
HG01498	GenomeGuard	50.02	475.8	20	22
HG01499	GenomeGuard	60.856	477.4	20	22
HG01500	GenomeGuard	51.963	475.5	20	22
HG01501	GenomeGuard	67.832	477.0	20	22
HG01502	GenomeGuard	78.617	476.9	20	22
HG01503	GenomeGuard	71.725	477.3	20	22
HG01504	GenomeGuard	76.214	475.5	20	22
HG01505	GenomeGuard	72.063	475.6	20	22
HG01506	GenomeGuard	72.362	476.8	20	22
HG01507	GenomeGuard	81.324	475.8	20	22
HG01508	GenomeGuard	73.38	476.2	20	22
HG01509	GenomeGuard	73.382	476.7	20	22
HG01510	GenomeGuard	76.74	476.8	20	22
HG01511	GenomeGuard	85.865	477.8	20	22
HG01512	GenomeGuard	94.409	476.6	20	22
HG01513	GenomeGuard	57.787	475.3	20	22
HG01514	GenomeGuard	74.74	477.2	20	22
HG01515	GenomeGuard	57.232	476.0	20	22
HG01516	GenomeGuard	48.983	476.2	20	22
HG01517	GenomeGuard	59.638	476.5	20	22
HG01518	GenomeGuard	73.779	476.1	20	22
HG01519	GenomeGuard	51.868	477.3	20	22
HG01520	GenomeGuard	57.549	475.9	20	22
HG01521	GenomeGuard	50.192	476.0	20	22
HG01522	GenomeGuard	55.391	476.4	20	22
HG01523	GenomeGuard	58.361	477.4	20	22
HG01524	GenomeGuard	57.073	477.7	20	22
HG01525	GenomeGuard	54.45	475.6	20	22
HG01526	GenomeGuard	56.33	476.6	20	22
HG01527	GenomeGuard	57.02	476.9	20	22
HG01528	GenomeGuard	54.994	476.5	20	22
HG01529	GenomeGuard	59.295	476.5	20	22
HG01530	GenomeGuard	55.246	476.7	20	22
HG01531	GenomeGuard	53.515	476.7	20	22
HG01532	GenomeGuard	53.158	476.0	20	22
HG01536	GenomeGuard	65.476	477.2	20	22
HG01537	GenomeGuard	64.069	476.9	20	22
HG01538	GenomeGuard	67.504	476.6	20	22
HG01550	GenomeGuard	69.513	477.8	20	22
HG01551	GenomeGuard	72.554	475.5	20	22
HG01552	GenomeGuard	73.541	477.4	20	22
HG01556	GenomeGuard	71.422	477.2	20	22
HG01565	GenomeGuard	67.576	475.6	20	22
HG01566	GenomeGuard	61.839	475.8	20	22
HG01567	GenomeGuard	70.774	477.4	20	22
HG01571	GenomeGuard	72.218	477.2	20	22
HG01572	GenomeGuard	72.938	476.8	20	22
HG01573	GenomeGuard	60.297	475.7	20	22
HG01577	GenomeGuard	55.526	476.0	20	22
HG01578	GenomeGuard	52.061	476.0	20	22
HG01579	GenomeGuard	53.575	476.5	20	22
HG01595	GenomeGuard	62.872	475.9	20	22
HG01596	GenomeGuard	63.255	477.6	20	22
HG01597	GenomeGuard	68.615	476.8	20	22
HG01598	GenomeGuard	66.733	477.9	20	22
HG01599	GenomeGuard	60.725	477.4	20	22
HG01600	GenomeGuard	72.795	476.0	20	22
HG01601	GenomeGuard	68.429	476.2	20	22
HG01602	GenomeGuard	67.899	477.2	20	22
HG01603	GenomeGuard	61.395	476.8	20	22
HG01604	GenomeGuard	73.912	475.6	20	22
HG01605	GenomeGuard	73.525	476.0	20	22
HG01606	GenomeGuard	70.047	475.9	20	22
HG01607	GenomeGuard	77.664	477.4	20	22
HG01608	GenomeGuard	55.122	476.9	20	22
HG01609	GenomeGuard	68.975	476.3	20	22
HG01610	GenomeGuard	59.501	477.0	20	22
HG01611	GenomeGuard	74.714	476.6	20	22
HG01612	GenomeGuard	57.438	476.2	20	22
HG01613	GenomeGuard	55.895	476.2	20	22
HG01614	GenomeGuard	75.254	476.7	20	22
HG01615	GenomeGuard	64.358	476.7	20	22
HG01616	GenomeGuard	54.543	476.6	20	22
HG01617	GenomeGuard	59.15	476.8	20	22
HG01618	GenomeGuard	69.933	476.2	20	22
HG01619	GenomeGuard	66.052	476.1	20	22
HG01620	GenomeGuard	61.636	476.7	20	22
HG01621	GenomeGuard	58.557	477.5	20	22
HG01622	GenomeGuard	66.343	477.0	20	22
HG01623	GenomeGuard	69.021	476.4	20	22
HG01624	GenomeGuard	59.053	475.9	20	22
HG01625	GenomeGuard	65.206	477.0	20	22
HG01626	GenomeGuard	69.537	476.1	20	22
HG01627	GenomeGuard	73.213	476.4	20	22
HG01628	GenomeGuard	66.007	477.8	20	22
HG01629	GenomeGuard	54.011	476.7	20	22
HG01630	GenomeGuard	53.322	476.7	20	22
HG01631	GenomeGuard	54.531	477.4	20	22
HG01632	GenomeGuard	64.098	476.1	20	22
HG01633	GenomeGuard	70.159	477.3	20	22
HG01667	GenomeGuard	69.373	476.8	20	22
HG01668	GenomeGuard	73.661	477.3	20	22
HG01669	GenomeGuard	68.081	477.3	20	22
HG01670	GenomeGuard	61.842	476.1	20	22
HG01671	GenomeGuard	54.019	476.8	20	22
HG01672	GenomeGuard	85.183	476.3	20	22
HG01673	GenomeGuard	55.566	476.4	20	22
HG01674	GenomeGuard	58.379	476.1	20	22
HG01675	GenomeGuard	68.537	475.8	20	22
HG01676	GenomeGuard	50.84	476.6	20	22
HG01677	GenomeGuard	54.831	477.0	20	22
HG01678	GenomeGuard	49.016	477.0	20	22
HG01679	GenomeGuard	49.83	477.2	20	22
HG01680	GenomeGuard	47.574	477.2	20	22
HG01681	GenomeGuard	51.123	476.1	20	22
HG01682	GenomeGuard	52.049	476.4	20	22
HG01683	GenomeGuard	45.793	477.4	20	22
HG01684	GenomeGuard	62.774	476.0	20	22
HG01685	GenomeGuard	49.186	476.4	20	22
HG01686	GenomeGuard	55.374	477.3	20	22
HG01687	GenomeGuard	54.77	475.9	20	22
HG01694	GenomeGuard	53.239	477.0	20	22
HG01695	GenomeGuard	59.523	475.9	20	22
HG01696	GenomeGuard	122.649	476.4	20	22
HG01697	GenomeGuard	72.793	476.9	20	22
HG01698	GenomeGuard	52.496	476.8	20	22
HG01699	GenomeGuard	48.368	477.2	20	22
HG01700	GenomeGuard	45.38	476.0	20	22
HG01701	GenomeGuard	47.524	477.9	20	22
HG01702	GenomeGuard	47.378	476.4	20	22
HG01703	GenomeGuard	47.246	476.3	20	22
HG01704	GenomeGuard	47.757	476.7	20	22
HG01705	GenomeGuard	51.365	475.7	20	22
HG01706	GenomeGuard	49.034	477.3	20	22
HG01707	GenomeGuard	48.939	476.5	20	22
HG01708	GenomeGuard	49.478	476.9	20	22
HG01709	GenomeGuard	50.109	476.9	20	22
HG01710	GenomeGuard	64.871	476.7	20	22
HG01711	GenomeGuard	46.959	477.3	20	22
HG01746	GenomeGuard	46.55	477.4	20	22
HG01747	GenomeGuard	49.073	476.1	20	22
HG01748	GenomeGuard	67.473	477.8	20	22
HG01755	GenomeGuard	54.817	476.7	20	22
HG01756	GenomeGuard	54.444	476.4	20	22
HG01757	GenomeGuard	73.195	475.9	20	22
HG01761	GenomeGuard	72.041	476.5	20	22
HG01762	GenomeGuard	59.983	477.9	20	22
HG01763	GenomeGuard	67.22	476.8	20	22
HG01765	GenomeGuard	77.263	475.7	20	22
HG01766	GenomeGuard	101.225	475.8	20	22
HG01767	GenomeGuard	76.168	476.4	20	22
HG01768	GenomeGuard	70.219	476.5	20	22
HG01770	GenomeGuard	65.877	475.8	20	22
HG01771	GenomeGuard	70.076	476.4	20	22
HG01772	GenomeGuard	48.64	477.7	20	22
HG01773	GenomeGuard	56.222	477.1	20	22
HG01774	GenomeGuard	51.931	475.4	20	22
HG01775	GenomeGuard	66.272	476.2	20	22
HG01776	GenomeGuard	72.763	476.5	20	22
HG01777	GenomeGuard	120.146	476.6	20	22
HG01778	GenomeGuard	55.628	476.0	20	22
HG01779	GenomeGuard	102.159	476.3	20	22
HG01780	GenomeGuard	50.927	477.3	20	22
HG01781	GenomeGuard	48.741	476.6	20	22
HG01782	GenomeGuard	57.678	475.9	20	22
HG01784	GenomeGuard	76.355	475.6	20	22
HG01785	GenomeGuard	93.213	476.7	20	22
HG01786	GenomeGuard	66.081	476.7	20	22
HG01789	GenomeGuard	48.192	476.0	20	22
HG01790	GenomeGuard	46.505	476.2	20	22
HG01791	GenomeGuard	47.044	476.3	20	22
HG01794	GenomeGuard	51.726	476.5	20	22
HG01795	GenomeGuard	54.135	477.0	20	22
HG01796	GenomeGuard	49.511	477.0	20	22
HG01797	GenomeGuard	49.26	476.4	20	22
HG01798	GenomeGuard	53.192	475.7	20	22
HG01799	GenomeGuard	59.61	477.1	20	22
HG01800	GenomeGuard	46.233	476.9	20	22
HG01801	GenomeGuard	48.54	476.5	20	22
HG01802	GenomeGuard	51.306	476.2	20	22
HG01804	GenomeGuard	57.497	476.5	20	22
HG01805	GenomeGuard	50.002	476.6	20	22
HG01806	GenomeGuard	57.593	476.7	20	22
HG01807	GenomeGuard	71.243	476.2	20	22
HG01808	GenomeGuard	80.175	476.8	20	22
HG01809	GenomeGuard	67.285	476.2	20	22
HG01810	GenomeGuard	59.849	476.3	20	22
HG01811	GenomeGuard	52.011	476.5	20	22
HG01812	GenomeGuard	47.908	475.6	20	22
HG01813	GenomeGuard	71.32	476.7	20	22
HG01815	GenomeGuard	77.016	476.4	20	22
HG01816	GenomeGuard	72.086	475.4	20	22
HG01817	GenomeGuard	73.361	475.8	20	22
HG01840	GenomeGuard	71.528	478.3	20	22
HG01841	GenomeGuard	90.276	475.4	20	22
HG01842	GenomeGuard	76.33	476.9	20	22
HG01843	GenomeGuard	50.359	476.6	20	22
HG01844	GenomeGuard	47.91	476.3	20	22
HG01845	GenomeGuard	50.476	477.1	20	22
HG01846	GenomeGuard	48.949	475.4	20	22
HG01847	GenomeGuard	48.828	476.4	20	22
HG01848	GenomeGuard	48.37	476.5	20	22
HG01849	GenomeGuard	51.002	475.7	20	22
HG01850	GenomeGuard	51.832	477.6	20	22
HG01851	GenomeGuard	51.332	476.2	20	22
HG01852	GenomeGuard	50.443	476.7	20	22
HG01853	GenomeGuard	51.098	475.9	20	22
HG01855	GenomeGuard	52.618	477.3	20	22
HG01857	GenomeGuard	70.271	476.9	20	22
HG01858	GenomeGuard	57.683	475.9	20	22
HG01859	GenomeGuard	54.721	476.2	20	22
HG01860	GenomeGuard	61.459	475.3	20	22
HG01861	GenomeGuard	66.72	475.6	20	22
HG01862	GenomeGuard	75.48	476.1	20	22
HG01863	GenomeGuard	78.017	476.9	20	22
HG01864	GenomeGuard	75.657	476.0	20	22
HG01865	GenomeGuard	74.43	476.7	20	22
HG01866	GenomeGuard	50.74	476.3	20	22
HG01867	GenomeGuard	49.859	477.3	20	22
HG01868	GenomeGuard	58.859	475.6	20	22
HG01869	GenomeGuard	49.976	475.5	20	22
HG01870	GenomeGuard	54.188	475.6	20	22
HG01871	GenomeGuard	49.831	475.9	20	22
HG01872	GenomeGuard	50.1	476.6	20	22
HG01873	GenomeGuard	43.148	476.8	20	22
HG01874	GenomeGuard	44.476	476.1	20	22
HG01878	GenomeGuard	52.733	476.9	20	22
HG01879	GenomeGuard	52.73	476.2	20	22
HG01880	GenomeGuard	56.225	475.9	20	22
HG01881	GenomeGuard	69.207	475.6	20	22
HG01882	GenomeGuard	64.781	476.0	20	22
HG01883	GenomeGuard	70.806	476.1	20	22
HG01884	GenomeGuard	68.987	476.4	20	22
HG01885	GenomeGuard	74.111	476.0	20	22
HG01886	GenomeGuard	54.647	475.6	20	22
HG01887	GenomeGuard	58.826	478.3	20	22
HG01888	GenomeGuard	92.464	476.7	20	22
HG01889	GenomeGuard	56.086	478.0	20	22
HG01890	GenomeGuard	72.191	476.6	20	22
HG01891	GenomeGuard	58.386	476.4	20	22
HG01892	GenomeGuard	63.743	475.8	20	22
HG01893	GenomeGuard	71.811	476.6	20	22
HG01894	GenomeGuard	72.786	476.5	20	22
HG01895	GenomeGuard	68.103	475.5	20	22
HG01896	GenomeGuard	56.841	476.7	20	22
HG01897	GenomeGuard	57.91	475.9	20	22
HG01898	GenomeGuard	59.774	475.5	20	22
HG01912	GenomeGuard	72.752	476.7	20	22
HG01914	GenomeGuard	71.394	475.9	20	22
HG01915	GenomeGuard	75.241	476.2	20	22
HG01916	GenomeGuard	53.816	477.6	20	22
HG01917	GenomeGuard	49.594	477.5	20	22
HG01918	GenomeGuard	58.641	475.6	20	22
HG01919	GenomeGuard	48.126	477.5	20	22
HG01920	GenomeGuard	49.645	476.8	20	22
HG01921	GenomeGuard	46.295	475.6	20	22
HG01922	GenomeGuard	49.65	477.1	20	22
HG01923	GenomeGuard	52.272	476.8	20	22
HG01924	GenomeGuard	48.199	476.4	20	22
HG01925	GenomeGuard	47.177	476.7	20	22
HG01926	GenomeGuard	47.673	477.6	20	22
HG01927	GenomeGuard	53.307	477.2	20	22
HG01928	GenomeGuard	68.795	476.6	20	22
HG01932	GenomeGuard	72.755	476.1	20	22
HG01933	GenomeGuard	48.979	476.1	20	22
HG01934	GenomeGuard	61.394	477.7	20	22
HG01935	GenomeGuard	67.07	477.0	20	22
HG01936	GenomeGuard	53.097	476.2	20	22
HG01937	GenomeGuard	59.571	477.6	20	22
HG01938	GenomeGuard	65.867	477.4	20	22
HG01939	GenomeGuard	64.4	476.1	20	22
HG01940	GenomeGuard	53.878	477.1	20	22
HG01941	GenomeGuard	59.212	476.8	20	22
HG01942	GenomeGuard	65.138	477.2	20	22
HG01943	GenomeGuard	79.135	476.9	20	22
HG01944	GenomeGuard	63.739	476.7	20	22
HG01945	GenomeGuard	53.652	475.3	20	22
HG01946	GenomeGuard	79.392	476.2	20	22
HG01947	GenomeGuard	114.372	476.6	20	22
HG01948	GenomeGuard	45.544	477.3	20	22
HG01949	GenomeGuard	52.39	476.0	20	22
HG01950	GenomeGuard	60.888	476.4	20	22
HG01951	GenomeGuard	56.902	476.1	20	22
HG01952	GenomeGuard	62.924	476.4	20	22
HG01953	GenomeGuard	68.858	476.2	20	22
HG01954	GenomeGuard	61.616	476.1	20	22
HG01955	GenomeGuard	51.972	477.3	20	22
HG01956	GenomeGuard	53.207	477.0	20	22
HG01958	GenomeGuard	52.771	475.9	20	22
HG01959	GenomeGuard	44.091	476.0	20	22
HG01960	GenomeGuard	50.929	476.7	20	22
HG01961	GenomeGuard	59.513	476.1	20	22
HG01965	GenomeGuard	67.499	476.7	20	22
HG01967	GenomeGuard	59.675	476.1	20	22
HG01968	GenomeGuard	57.858	476.8	20	22
HG01969	GenomeGuard	64.546	476.3	20	22
HG01970	GenomeGuard	76.534	476.2	20	22
HG01971	GenomeGuard	63.557	475.8	20	22
HG01972	GenomeGuard	61.503	475.7	20	22
HG01973	GenomeGuard	81.999	476.1	20	22
HG01974	GenomeGuard	55.868	476.2	20	22
HG01975	GenomeGuard	55.568	475.9	20	22
HG01976	GenomeGuard	56.336	475.7	20	22
HG01977	GenomeGuard	48.518	476.3	20	22
HG01978	GenomeGuard	53.92	476.3	20	22
HG01979	GenomeGuard	61.743	476.3	20	22
HG01980	GenomeGuard	72.935	477.1	20	22
HG01981	GenomeGuard	72.809	476.5	20	22
HG01982	GenomeGuard	74.714	477.7	20	22
HG01983	GenomeGuard	70.193	476.9	20	22
HG01984	GenomeGuard	70.219	476.4	20	22
HG01985	GenomeGuard	72.1	475.7	20	22
HG01986	GenomeGuard	67.587	476.1	20	22
HG01987	GenomeGuard	68.627	475.7	20	22
HG01988	GenomeGuard	63.742	476.4	20	22
HG01989	GenomeGuard	66.514	475.3	20	22
HG01990	GenomeGuard	70.891	477.1	20	22
HG01991	GenomeGuard	67.943	476.9	20	22
HG01992	GenomeGuard	66.227	477.4	20	22
HG01993	GenomeGuard	70.656	477.5	20	22
HG01997	GenomeGuard	69.415	475.5	20	22
HG01998	GenomeGuard	73.777	477.1	20	22
HG02002	GenomeGuard	73.74	477.1	20	22
HG02003	GenomeGuard	71.106	476.5	20	22
HG02004	GenomeGuard	72.259	476.3	20	22
HG02006	GenomeGuard	68.24	476.4	20	22
HG02008	GenomeGuard	67.062	476.2	20	22
HG02009	GenomeGuard	65.518	477.8	20	22
HG02010	GenomeGuard	68.624	476.5	20	22
HG02011	GenomeGuard	61.487	476.7	20	22
HG02012	GenomeGuard	59.384	476.4	20	22
HG02013	GenomeGuard	71.761	476.5	20	22
HG02014	GenomeGuard	67.329	475.8	20	22
HG02015	GenomeGuard	64.019	475.3	20	22
HG02016	GenomeGuard	98.724	475.7	20	22
HG02017	GenomeGuard	63.376	476.9	20	22
HG02018	GenomeGuard	52.924	476.4	20	22
HG02019	GenomeGuard	57.871	477.3	20	22
HG02020	GenomeGuard	53.076	476.5	20	22
HG02023	GenomeGuard	54.218	475.3	20	22
HG02024	GenomeGuard	52.363	475.5	20	22
HG02025	GenomeGuard	52.764	475.7	20	22
HG02026	GenomeGuard	63.589	476.4	20	22
HG02027	GenomeGuard	83.506	477.3	20	22
HG02028	GenomeGuard	78.889	476.5	20	22
HG02029	GenomeGuard	81.024	476.2	20	22
HG02030	GenomeGuard	82.576	475.6	20	22
HG02031	GenomeGuard	79.426	476.2	20	22
HG02032	GenomeGuard	55.995	476.0	20	22
HG02035	GenomeGuard	69.106	476.7	20	22
HG02040	GenomeGuard	73.254	476.7	20	22
HG02047	GenomeGuard	66.608	477.1	20	22
HG02048	GenomeGuard	65.542	476.7	20	22
HG02049	GenomeGuard	76.678	476.6	20	22
HG02050	GenomeGuard	68.721	476.2	20	22
HG02051	GenomeGuard	51.758	476.0	20	22
HG02052	GenomeGuard	58.399	475.5	20	22
HG02053	GenomeGuard	52.087	477.3	20	22
HG02054	GenomeGuard	68.799	475.6	20	22
HG02055	GenomeGuard	76.933	476.2	20	22
HG02056	GenomeGuard	70.731	476.4	20	22
HG02057	GenomeGuard	57.958	476.5	20	22
HG02058	GenomeGuard	54.018	475.9	20	22
HG02059	GenomeGuard	55.246	476.6	20	22
HG02060	GenomeGuard	161.879	477.0	20	22
HG02061	GenomeGuard	135.391	476.9	20	22
HG02064	GenomeGuard	105.464	475.6	20	22
HG02067	GenomeGuard	66.262	476.2	20	22
HG02068	GenomeGuard	57.823	475.6	20	22
HG02069	GenomeGuard	47.695	476.2	20	22
HG02070	GenomeGuard	45.161	477.1	20	22
HG02071	GenomeGuard	55.337	477.0	20	22
HG02072	GenomeGuard	52.718	476.7	20	22
HG02073	GenomeGuard	59.01	476.3	20	22
HG02074	GenomeGuard	70.262	475.7	20	22
HG02075	GenomeGuard	69.437	476.0	20	22
HG02076	GenomeGuard	72.765	476.2	20	22
HG02077	GenomeGuard	70.292	476.5	20	22
HG02078	GenomeGuard	69.549	475.8	20	22
HG02079	GenomeGuard	71.637	476.9	20	22
HG02080	GenomeGuard	69.473	476.7	20	22
HG02081	GenomeGuard	69.461	477.2	20	22
HG02082	GenomeGuard	69.026	476.4	20	22
HG02083	GenomeGuard	68.825	475.7	20	22
HG02084	GenomeGuard	76.127	476.6	20	22
HG02085	GenomeGuard	67.5	476.0	20	22
HG02086	GenomeGuard	67.764	475.3	20	22
HG02087	GenomeGuard	71.328	476.5	20	22
HG02088	GenomeGuard	75.868	477.3	20	22
HG02089	GenomeGuard	68.182	476.7	20	22
HG02090	GenomeGuard	51.997	476.7	20	22
HG02091	GenomeGuard	53.101	477.5	20	22
HG02095	GenomeGuard	59.192	475.4	20	22
HG02102	GenomeGuard	71.35	476.8	20	22
HG02104	GenomeGuard	76.477	476.9	20	22
HG02105	GenomeGuard	73.339	476.6	20	22
HG02106	GenomeGuard	67.225	476.2	20	22
HG02107	GenomeGuard	57.337	475.4	20	22
HG02108	GenomeGuard	58.952	477.7	20	22
HG02111	GenomeGuard	60.691	476.1	20	22
HG02113	GenomeGuard	62.415	476.2	20	22
HG02116	GenomeGuard	57.382	476.2	20	22
HG02120	GenomeGuard	61.98	475.4	20	22
HG02121	GenomeGuard	66.435	477.3	20	22
HG02122	GenomeGuard	66.97	476.4	20	22
HG02126	GenomeGuard	52.949	476.2	20	22
HG02127	GenomeGuard	49.181	477.4	20	22
HG02128	GenomeGuard	62.011	476.7	20	22
HG02129	GenomeGuard	64.558	475.6	20	22
HG02130	GenomeGuard	64.151	475.9	20	22
HG02131	GenomeGuard	63.56	475.5	20	22
HG02132	GenomeGuard	65.282	476.7	20	22
HG02133	GenomeGuard	63.262	476.7	20	22
HG02134	GenomeGuard	66.697	477.0	20	22
HG02135	GenomeGuard	70.876	475.9	20	22
HG02136	GenomeGuard	66.777	476.6	20	22
HG02137	GenomeGuard	62.991	476.9	20	22
HG02138	GenomeGuard	67.044	475.7	20	22
HG02139	GenomeGuard	66.308	476.9	20	22
HG02140	GenomeGuard	68.204	475.2	20	22
HG02141	GenomeGuard	65.392	476.3	20	22
HG02142	GenomeGuard	71.102	476.0	20	22
HG02143	GenomeGuard	73.819	475.5	20	22
HG02144	GenomeGuard	55.231	476.6	20	22
HG02145	GenomeGuard	51.412	477.1	20	22
HG02146	GenomeGuard	50.404	475.5	20	22
HG02147	GenomeGuard	51.015	475.8	20	22
HG02148	GenomeGuard	54.426	476.5	20	22
HG02150	GenomeGuard	64.576	475.9	20	22
HG02151	GenomeGuard	63.757	476.7	20	22
HG02152	GenomeGuard	60.37	476.5	20	22
HG02153	GenomeGuard	55.926	476.5	20	22
HG02154	GenomeGuard	49.004	475.5	20	22
HG02155	GenomeGuard	47.992	476.3	20	22
HG02156	GenomeGuard	56.169	476.9	20	22
HG02164	GenomeGuard	69.023	475.6	20	22
HG02165	GenomeGuard	67.089	477.4	20	22
HG02166	GenomeGuard	63.417	475.6	20	22
HG02178	GenomeGuard	47.974	476.8	20	22
HG02179	GenomeGuard	53.229	475.9	20	22
HG02180	GenomeGuard	64.925	476.9	20	22
HG02181	GenomeGuard	67.884	476.3	20	22
HG02182	GenomeGuard	55.503	475.9	20	22
HG02184	GenomeGuard	60.916	475.9	20	22
HG02185	GenomeGuard	67.139	476.8	20	22
HG02186	GenomeGuard	66.912	476.1	20	22
HG02187	GenomeGuard	52.267	475.2	20	22
HG02188	GenomeGuard	59.202	475.5	20	22
HG02190	GenomeGuard	67.514	475.4	20	22
HG02215	GenomeGuard	69.196	476.6	20	22
HG02219	GenomeGuard	69.513	477.7	20	22
HG02220	GenomeGuard	72.153	477.2	20	22
HG02221	GenomeGuard	74.123	475.6	20	22
HG02222	GenomeGuard	83.169	476.5	20	22
HG02223	GenomeGuard	79.481	476.2	20	22
HG02224	GenomeGuard	77.736	476.3	20	22
HG02225	GenomeGuard	78.564	476.3	20	22
HG02229	GenomeGuard	77.204	476.5	20	22
HG02230	GenomeGuard	58.982	476.8	20	22
HG02231	GenomeGuard	55.944	476.4	20	22
HG02232	GenomeGuard	53.261	475.8	20	22
HG02233	GenomeGuard	53.406	475.9	20	22
HG02234	GenomeGuard	52.789	476.4	20	22
HG02235	GenomeGuard	52.72	476.2	20	22
HG02236	GenomeGuard	52.429	476.8	20	22
HG02237	GenomeGuard	67.527	476.8	20	22
HG02238	GenomeGuard	61.904	475.4	20	22
HG02239	GenomeGuard	54.841	475.9	20	22
HG02240	GenomeGuard	54.428	475.2	20	22
HG02250	GenomeGuard	51.919	477.4	20	22
HG02252	GenomeGuard	50.869	476.4	20	22
HG02253	GenomeGuard	55.208	475.7	20	22
HG02255	GenomeGuard	74.779	476.4	20	22
HG02256	GenomeGuard	75.843	476.9	20	22
HG02257	GenomeGuard	57.965	476.2	20	22
HG02258	GenomeGuard	51.906	475.6	20	22
HG02259	GenomeGuard	62.333	476.7	20	22
HG02260	GenomeGuard	74.145	475.7	20	22
HG02261	GenomeGuard	64.378	476.0	20	22
HG02262	GenomeGuard	53.794	476.8	20	22
HG02265	GenomeGuard	58.744	475.4	20	22
HG02266	GenomeGuard	58.961	475.9	20	22
HG02271	GenomeGuard	74.639	476.5	20	22
HG02272	GenomeGuard	71.689	476.9	20	22
HG02273	GenomeGuard	77.409	476.7	20	22
HG02274	GenomeGuard	72.701	476.5	20	22
HG02275	GenomeGuard	55.126	476.9	20	22
HG02277	GenomeGuard	73.727	475.9	20	22
HG02278	GenomeGuard	70.214	475.7	20	22
