sample_id	tool	wall_time_ms	peak_mem_kb	n_genes	n_variants
HG02279	GenomeGuard	72.045	476.4	20	22
HG02280	GenomeGuard	81.599	476.6	20	22
HG02281	GenomeGuard	66.187	476.4	20	22
HG02282	GenomeGuard	70.769	477.0	20	22
HG02283	GenomeGuard	53.903	475.3	20	22
HG02284	GenomeGuard	61.203	476.5	20	22
HG02285	GenomeGuard	72.93	475.5	20	22
HG02286	GenomeGuard	76.035	476.5	20	22
HG02287	GenomeGuard	72.606	476.3	20	22
HG02291	GenomeGuard	73.041	477.2	20	22
HG02292	GenomeGuard	68.61	477.0	20	22
HG02293	GenomeGuard	68.229	478.2	20	22
HG02298	GenomeGuard	70.794	476.3	20	22
HG02299	GenomeGuard	66.314	476.4	20	22
HG02300	GenomeGuard	69.627	475.6	20	22
HG02301	GenomeGuard	54.543	476.8	20	22
HG02302	GenomeGuard	48.374	475.7	20	22
HG02303	GenomeGuard	57.567	477.7	20	22
HG02304	GenomeGuard	52.895	477.0	20	22
HG02307	GenomeGuard	55.906	476.6	20	22
HG02308	GenomeGuard	50.763	476.8	20	22
HG02309	GenomeGuard	65.931	476.3	20	22
HG02312	GenomeGuard	73.409	477.1	20	22
HG02314	GenomeGuard	67.158	475.7	20	22
HG02315	GenomeGuard	60.218	476.1	20	22
HG02316	GenomeGuard	61.453	476.5	20	22
HG02317	GenomeGuard	65.574	476.3	20	22
HG02318	GenomeGuard	64.941	476.2	20	22
HG02321	GenomeGuard	57.975	477.3	20	22
HG02322	GenomeGuard	49.654	476.7	20	22
HG02323	GenomeGuard	48.87	476.4	20	22
HG02325	GenomeGuard	54.615	476.7	20	22
HG02330	GenomeGuard	66.415	476.0	20	22
HG02332	GenomeGuard	65.448	477.2	20	22
HG02334	GenomeGuard	73.672	475.9	20	22
HG02337	GenomeGuard	58.074	476.1	20	22
HG02339	GenomeGuard	67.209	477.0	20	22
HG02343	GenomeGuard	73.329	476.0	20	22
HG02345	GenomeGuard	67.854	476.6	20	22
HG02348	GenomeGuard	72.964	476.7	20	22
HG02351	GenomeGuard	66.913	476.0	20	22
HG02353	GenomeGuard	73.048	475.8	20	22
HG02355	GenomeGuard	74.663	475.6	20	22
HG02356	GenomeGuard	57.514	475.9	20	22
HG02360	GenomeGuard	73.156	476.4	20	22
HG02364	GenomeGuard	76.8	477.8	20	22
HG02367	GenomeGuard	85.978	475.8	20	22
HG02371	GenomeGuard	58.098	475.5	20	22
HG02373	GenomeGuard	52.027	476.1	20	22
HG02374	GenomeGuard	65.715	476.0	20	22
HG02375	GenomeGuard	78.666	476.2	20	22
HG02379	GenomeGuard	80.186	477.3	20	22
HG02380	GenomeGuard	72.186	475.9	20	22
HG02382	GenomeGuard	48.451	476.9	20	22
HG02383	GenomeGuard	53.376	476.8	20	22
HG02384	GenomeGuard	61.331	476.0	20	22
HG02385	GenomeGuard	75.291	475.9	20	22
HG02386	GenomeGuard	63.05	476.2	20	22
HG02389	GenomeGuard	69.684	476.8	20	22
HG02390	GenomeGuard	66.223	475.9	20	22
HG02391	GenomeGuard	71.281	475.6	20	22
HG02392	GenomeGuard	50.941	476.8	20	22
HG02394	GenomeGuard	51.427	477.2	20	22
HG02395	GenomeGuard	59.429	476.6	20	22
HG02396	GenomeGuard	54.335	475.6	20	22
HG02397	GenomeGuard	58.74	476.0	20	22
HG02398	GenomeGuard	67.669	476.2	20	22
HG02399	GenomeGuard	66.147	476.1	20	22
HG02401	GenomeGuard	64.123	475.6	20	22
HG02402	GenomeGuard	59.589	477.3	20	22
HG02406	GenomeGuard	60.534	476.1	20	22
HG02407	GenomeGuard	57.389	476.3	20	22
HG02408	GenomeGuard	58.566	476.7	20	22
HG02409	GenomeGuard	58.684	477.0	20	22
HG02410	GenomeGuard	53.964	475.6	20	22
HG02419	GenomeGuard	66.356	475.9	20	22
HG02420	GenomeGuard	70.561	476.6	20	22
HG02425	GenomeGuard	70.689	476.3	20	22
HG02427	GenomeGuard	71.05	476.2	20	22
HG02429	GenomeGuard	66.093	475.8	20	22
HG02433	GenomeGuard	72.681	477.0	20	22
HG02439	GenomeGuard	57.116	476.0	20	22
HG02442	GenomeGuard	67.76	477.5	20	22
HG02445	GenomeGuard	60.859	475.8	20	22
HG02449	GenomeGuard	62.156	476.3	20	22
HG02450	GenomeGuard	62.862	476.1	20	22
HG02451	GenomeGuard	64.073	476.3	20	22
HG02455	GenomeGuard	70.293	476.2	20	22
HG02461	GenomeGuard	60.305	476.4	20	22
HG02462	GenomeGuard	59.008	476.1	20	22
HG02463	GenomeGuard	64.217	476.2	20	22
HG02464	GenomeGuard	73.257	475.5	20	22
HG02465	GenomeGuard	70.701	475.8	20	22
HG02466	GenomeGuard	53.049	477.0	20	22
HG02470	GenomeGuard	51.131	476.1	20	22
HG02471	GenomeGuard	52.773	475.5	20	22
HG02476	GenomeGuard	51.012	475.6	20	22
HG02477	GenomeGuard	53.64	477.1	20	22
HG02479	GenomeGuard	62.46	477.1	20	22
HG02481	GenomeGuard	71.397	476.4	20	22
HG02484	GenomeGuard	71.181	477.1	20	22
HG02485	GenomeGuard	75.665	476.6	20	22
HG02489	GenomeGuard	62.325	476.4	20	22
HG02496	GenomeGuard	61.804	475.8	20	22
HG02497	GenomeGuard	59.616	476.2	20	22
HG02501	GenomeGuard	69.95	475.7	20	22
HG02502	GenomeGuard	69.32	475.7	20	22
HG02505	GenomeGuard	64.785	476.1	20	22
HG02508	GenomeGuard	65.803	477.1	20	22
HG02511	GenomeGuard	66.686	476.2	20	22
HG02512	GenomeGuard	70.248	476.7	20	22
HG02513	GenomeGuard	65.478	477.0	20	22
HG02514	GenomeGuard	61.285	476.1	20	22
HG02521	GenomeGuard	59.146	476.7	20	22
HG02522	GenomeGuard	59.736	476.7	20	22
HG02523	GenomeGuard	64.996	475.2	20	22
HG02524	GenomeGuard	66.608	476.0	20	22
HG02525	GenomeGuard	65.4	476.3	20	22
HG02526	GenomeGuard	70.694	475.6	20	22
HG02536	GenomeGuard	67.434	476.1	20	22
HG02537	GenomeGuard	68.208	476.6	20	22
HG02541	GenomeGuard	66.342	477.3	20	22
HG02545	GenomeGuard	70.017	477.1	20	22
HG02546	GenomeGuard	67.234	477.9	20	22
HG02549	GenomeGuard	69.059	476.4	20	22
HG02554	GenomeGuard	67.573	476.0	20	22
HG02555	GenomeGuard	72.024	476.7	20	22
HG02557	GenomeGuard	71.451	476.0	20	22
HG02558	GenomeGuard	71.563	476.0	20	22
HG02561	GenomeGuard	60.294	477.0	20	22
HG02562	GenomeGuard	50.696	476.4	20	22
HG02563	GenomeGuard	72.711	476.3	20	22
HG02568	GenomeGuard	72.547	475.8	20	22
HG02569	GenomeGuard	70.999	476.0	20	22
HG02570	GenomeGuard	55.357	476.4	20	22
HG02571	GenomeGuard	56.269	477.7	20	22
HG02572	GenomeGuard	58.943	477.0	20	22
HG02573	GenomeGuard	56.335	476.6	20	22
HG02574	GenomeGuard	66.004	476.4	20	22
HG02575	GenomeGuard	63.247	476.4	20	22
HG02577	GenomeGuard	65.11	476.5	20	22
HG02580	GenomeGuard	57.383	475.8	20	22
HG02582	GenomeGuard	58.57	476.0	20	22
HG02583	GenomeGuard	58.243	477.4	20	22
HG02584	GenomeGuard	70.088	475.7	20	22
HG02585	GenomeGuard	60.506	476.2	20	22
HG02586	GenomeGuard	55.122	476.6	20	22
HG02587	GenomeGuard	62.691	476.2	20	22
HG02588	GenomeGuard	61.379	476.2	20	22
HG02589	GenomeGuard	63.833	477.0	20	22
HG02590	GenomeGuard	68.537	475.9	20	22
HG02594	GenomeGuard	65.265	476.4	20	22
HG02595	GenomeGuard	61.093	477.4	20	22
HG02596	GenomeGuard	65.448	477.1	20	22
HG02610	GenomeGuard	65.131	476.8	20	22
HG02611	GenomeGuard	64.047	476.3	20	22
HG02612	GenomeGuard	58.138	476.4	20	22
HG02613	GenomeGuard	98.221	476.1	20	22
HG02614	GenomeGuard	80.711	476.4	20	22
HG02615	GenomeGuard	72.754	476.2	20	22
HG02620	GenomeGuard	78.672	476.3	20	22
HG02621	GenomeGuard	77.933	476.4	20	22
HG02622	GenomeGuard	79.832	477.3	20	22
HG02623	GenomeGuard	65.441	476.7	20	22
HG02624	GenomeGuard	50.12	475.5	20	22
HG02625	GenomeGuard	51.653	476.1	20	22
HG02628	GenomeGuard	52.663	475.7	20	22
HG02629	GenomeGuard	72.825	475.9	20	22
HG02630	GenomeGuard	73.357	476.0	20	22
HG02634	GenomeGuard	60.458	475.7	20	22
HG02635	GenomeGuard	49.297	476.1	20	22
HG02636	GenomeGuard	49.629	476.6	20	22
HG02642	GenomeGuard	57.82	476.0	20	22
HG02643	GenomeGuard	60.215	476.8	20	22
HG02644	GenomeGuard	51.925	476.2	20	22
HG02645	GenomeGuard	49.703	476.4	20	22
HG02646	GenomeGuard	59.353	476.7	20	22
HG02647	GenomeGuard	56.415	476.6	20	22
HG02666	GenomeGuard	58.031	476.0	20	22
HG02667	GenomeGuard	60.19	476.6	20	22
HG02668	GenomeGuard	63.523	476.0	20	22
HG02675	GenomeGuard	62.598	476.2	20	22
HG02676	GenomeGuard	64.676	475.8	20	22
HG02677	GenomeGuard	60.926	476.5	20	22
HG02678	GenomeGuard	58.347	475.9	20	22
HG02679	GenomeGuard	58.003	476.5	20	22
HG02680	GenomeGuard	59.237	476.6	20	22
HG02702	GenomeGuard	57.772	476.5	20	22
HG02703	GenomeGuard	58.565	476.2	20	22
HG02704	GenomeGuard	57.92	476.3	20	22
HG02715	GenomeGuard	68.064	476.7	20	22
HG02716	GenomeGuard	68.924	476.0	20	22
HG02717	GenomeGuard	63.774	476.1	20	22
HG02721	GenomeGuard	69.215	476.0	20	22
HG02722	GenomeGuard	68.164	476.3	20	22
HG02723	GenomeGuard	74.563	475.4	20	22
HG02756	GenomeGuard	69.053	476.3	20	22
HG02757	GenomeGuard	67.888	477.1	20	22
HG02759	GenomeGuard	68.567	476.2	20	22
HG02760	GenomeGuard	65.581	476.6	20	22
HG02761	GenomeGuard	63.525	476.8	20	22
HG02762	GenomeGuard	56.172	477.3	20	22
HG02763	GenomeGuard	60.901	476.1	20	22
HG02764	GenomeGuard	53.394	475.6	20	22
HG02768	GenomeGuard	48.872	476.2	20	22
HG02769	GenomeGuard	45.949	476.3	20	22
HG02770	GenomeGuard	60.329	475.2	20	22
HG02771	GenomeGuard	72.31	476.5	20	22
HG02772	GenomeGuard	59.389	476.6	20	22
HG02773	GenomeGuard	52.208	477.0	20	22
HG02798	GenomeGuard	48.828	476.8	20	22
HG02799	GenomeGuard	51.616	475.6	20	22
HG02800	GenomeGuard	51.739	475.4	20	22
HG02804	GenomeGuard	60.978	476.9	20	22
HG02805	GenomeGuard	52.422	476.7	20	22
HG02806	GenomeGuard	51.073	476.3	20	22
HG02807	GenomeGuard	51.698	476.3	20	22
HG02808	GenomeGuard	60.25	478.0	20	22
HG02809	GenomeGuard	57.951	476.4	20	22
HG02810	GenomeGuard	56.284	476.1	20	22
HG02811	GenomeGuard	57.4	476.5	20	22
HG02812	GenomeGuard	63.741	477.0	20	22
HG02813	GenomeGuard	57.888	476.7	20	22
HG02814	GenomeGuard	61.568	476.4	20	22
HG02815	GenomeGuard	51.537	476.7	20	22
HG02816	GenomeGuard	55.601	476.9	20	22
HG02817	GenomeGuard	57.061	475.5	20	22
HG02818	GenomeGuard	63.968	477.3	20	22
HG02819	GenomeGuard	81.394	477.1	20	22
HG02820	GenomeGuard	66.992	476.0	20	22
HG02821	GenomeGuard	61.429	477.1	20	22
HG02836	GenomeGuard	56.644	476.9	20	22
HG02837	GenomeGuard	62.065	475.8	20	22
HG02838	GenomeGuard	58.48	476.7	20	22
HG02839	GenomeGuard	57.728	476.6	20	22
HG02840	GenomeGuard	62.012	476.1	20	22
HG02841	GenomeGuard	68.538	476.0	20	22
HG02851	GenomeGuard	62.858	476.2	20	22
HG02852	GenomeGuard	73.271	476.1	20	22
HG02853	GenomeGuard	63.152	476.6	20	22
HG02854	GenomeGuard	74.971	475.9	20	22
HG02855	GenomeGuard	67.134	475.7	20	22
HG02856	GenomeGuard	69.747	476.4	20	22
HG02860	GenomeGuard	60.158	476.0	20	22
HG02861	GenomeGuard	58.824	476.8	20	22
HG02862	GenomeGuard	58.15	476.9	20	22
HG02869	GenomeGuard	61.404	476.6	20	22
HG02870	GenomeGuard	64.123	476.0	20	22
HG02871	GenomeGuard	65.846	477.1	20	22
HG02878	GenomeGuard	65.414	476.4	20	22
HG02879	GenomeGuard	57.05	475.8	20	22
HG02880	GenomeGuard	61.206	476.4	20	22
HG02881	GenomeGuard	64.764	475.9	20	22
HG02882	GenomeGuard	65.165	476.3	20	22
HG02883	GenomeGuard	57.07	476.0	20	22
HG02884	GenomeGuard	60.233	476.5	20	22
HG02885	GenomeGuard	60.682	476.6	20	22
HG02886	GenomeGuard	61.435	477.3	20	22
HG02887	GenomeGuard	68.361	477.1	20	22
HG02888	GenomeGuard	67.402	476.7	20	22
HG02889	GenomeGuard	73.588	476.2	20	22
HG02890	GenomeGuard	72.138	476.5	20	22
HG02891	GenomeGuard	73.631	476.2	20	22
HG02892	GenomeGuard	61.86	476.0	20	22
HG02895	GenomeGuard	55.608	475.9	20	22
HG02896	GenomeGuard	56.759	475.8	20	22
HG02897	GenomeGuard	65.059	475.9	20	22
HG02922	GenomeGuard	75.088	476.1	20	22
HG02923	GenomeGuard	70.424	476.3	20	22
HG02924	GenomeGuard	68.259	475.8	20	22
HG02938	GenomeGuard	74.092	476.0	20	22
HG02941	GenomeGuard	74.057	476.4	20	22
HG02943	GenomeGuard	77.431	477.3	20	22
HG02944	GenomeGuard	75.249	477.7	20	22
HG02945	GenomeGuard	72.775	475.5	20	22
HG02946	GenomeGuard	51.916	475.9	20	22
HG02947	GenomeGuard	52.11	476.4	20	22
HG02948	GenomeGuard	68.777	475.5	20	22
HG02952	GenomeGuard	67.432	476.7	20	22
HG02953	GenomeGuard	57.084	476.6	20	22
HG02954	GenomeGuard	57.452	476.6	20	22
HG02964	GenomeGuard	49.035	475.9	20	22
HG02965	GenomeGuard	55.657	478.0	20	22
HG02966	GenomeGuard	56.103	476.6	20	22
HG02968	GenomeGuard	65.986	477.8	20	22
HG02970	GenomeGuard	61.783	476.2	20	22
HG02971	GenomeGuard	63.956	476.3	20	22
HG02972	GenomeGuard	50.607	476.1	20	22
HG02973	GenomeGuard	58.671	476.3	20	22
HG02974	GenomeGuard	61.665	476.9	20	22
HG02975	GenomeGuard	61.432	476.5	20	22
HG02976	GenomeGuard	64.144	475.8	20	22
HG02977	GenomeGuard	57.73	478.4	20	22
HG02978	GenomeGuard	59.256	475.5	20	22
HG02979	GenomeGuard	59.501	476.8	20	22
HG02980	GenomeGuard	56.023	475.8	20	22
HG02981	GenomeGuard	54.288	476.3	20	22
HG02982	GenomeGuard	62.04	475.9	20	22
HG02983	GenomeGuard	68.841	475.3	20	22
HG02984	GenomeGuard	53.751	475.9	20	22
HG03024	GenomeGuard	50.542	476.6	20	22
HG03025	GenomeGuard	71.066	476.2	20	22
HG03026	GenomeGuard	56.168	476.8	20	22
HG03027	GenomeGuard	48.769	475.9	20	22
HG03028	GenomeGuard	55.145	476.7	20	22
HG03029	GenomeGuard	56.94	477.1	20	22
HG03033	GenomeGuard	63.259	476.4	20	22
HG03034	GenomeGuard	63.964	475.7	20	22
HG03035	GenomeGuard	63.727	475.8	20	22
HG03039	GenomeGuard	72.258	476.9	20	22
HG03040	GenomeGuard	65.004	476.7	20	22
HG03041	GenomeGuard	54.781	477.4	20	22
HG03045	GenomeGuard	49.379	476.2	20	22
HG03046	GenomeGuard	56.336	476.8	20	22
HG03047	GenomeGuard	60.686	475.7	20	22
HG03048	GenomeGuard	57.409	476.7	20	22
HG03049	GenomeGuard	59.498	476.6	20	22
HG03050	GenomeGuard	57.184	476.3	20	22
HG03052	GenomeGuard	53.832	476.7	20	22
HG03054	GenomeGuard	59.24	477.0	20	22
HG03055	GenomeGuard	53.816	476.4	20	22
HG03056	GenomeGuard	57.585	477.2	20	22
HG03057	GenomeGuard	58.829	476.3	20	22
HG03058	GenomeGuard	61.599	476.0	20	22
HG03060	GenomeGuard	66.345	476.3	20	22
HG03061	GenomeGuard	67.632	476.6	20	22
HG03063	GenomeGuard	59.047	477.2	20	22
HG03064	GenomeGuard	52.944	476.2	20	22
HG03065	GenomeGuard	60.334	476.5	20	22
HG03066	GenomeGuard	59.866	476.4	20	22
HG03069	GenomeGuard	59.045	476.5	20	22
HG03072	GenomeGuard	55.581	476.7	20	22
HG03073	GenomeGuard	120.821	476.9	20	22
HG03074	GenomeGuard	68.124	476.4	20	22
HG03077	GenomeGuard	66.392	475.6	20	22
HG03078	GenomeGuard	57.794	477.3	20	22
HG03079	GenomeGuard	58.068	476.9	20	22
HG03081	GenomeGuard	59.559	477.1	20	22
HG03082	GenomeGuard	61.016	476.9	20	22
HG03084	GenomeGuard	56.668	476.5	20	22
HG03085	GenomeGuard	51.066	475.9	20	22
HG03086	GenomeGuard	58.771	476.2	20	22
HG03088	GenomeGuard	69.627	476.2	20	22
HG03091	GenomeGuard	72.525	476.1	20	22
HG03095	GenomeGuard	64.563	476.2	20	22
HG03096	GenomeGuard	69.705	475.9	20	22
HG03097	GenomeGuard	63.326	475.6	20	22
HG03098	GenomeGuard	56.047	476.6	20	22
HG03099	GenomeGuard	61.373	475.4	20	22
HG03100	GenomeGuard	66.192	475.8	20	22
HG03101	GenomeGuard	60.541	477.2	20	22
HG03103	GenomeGuard	48.093	476.8	20	22
HG03105	GenomeGuard	49.565	477.0	20	22
HG03108	GenomeGuard	48.161	476.2	20	22
HG03109	GenomeGuard	49.294	476.6	20	22
HG03110	GenomeGuard	51.855	476.6	20	22
HG03111	GenomeGuard	60.362	476.5	20	22
HG03112	GenomeGuard	60.244	475.9	20	22
HG03113	GenomeGuard	49.439	476.3	20	22
HG03114	GenomeGuard	55.624	477.8	20	22
HG03115	GenomeGuard	54.881	476.5	20	22
HG03116	GenomeGuard	57.461	476.2	20	22
HG03117	GenomeGuard	54.813	475.5	20	22
HG03118	GenomeGuard	59.011	476.2	20	22
HG03119	GenomeGuard	58.787	476.7	20	22
HG03120	GenomeGuard	63.026	475.9	20	22
HG03121	GenomeGuard	67.71	475.6	20	22
HG03122	GenomeGuard	66.947	477.4	20	22
HG03123	GenomeGuard	61.625	476.8	20	22
HG03124	GenomeGuard	55.297	477.0	20	22
HG03125	GenomeGuard	55.766	476.7	20	22
HG03126	GenomeGuard	59.701	475.7	20	22
HG03127	GenomeGuard	57.871	476.2	20	22
HG03128	GenomeGuard	52.398	476.3	20	22
HG03129	GenomeGuard	56.116	476.9	20	22
HG03130	GenomeGuard	57.297	476.6	20	22
HG03131	GenomeGuard	62.844	477.3	20	22
HG03132	GenomeGuard	73.999	475.6	20	22
HG03133	GenomeGuard	66.925	477.0	20	22
HG03134	GenomeGuard	70.026	476.7	20	22
HG03135	GenomeGuard	72.121	475.9	20	22
HG03136	GenomeGuard	56.961	476.6	20	22
HG03137	GenomeGuard	53.44	475.9	20	22
HG03139	GenomeGuard	58.804	476.1	20	22
HG03157	GenomeGuard	64.156	476.6	20	22
HG03159	GenomeGuard	56.5	476.5	20	22
HG03160	GenomeGuard	61.305	475.7	20	22
HG03161	GenomeGuard	64.33	476.6	20	22
HG03162	GenomeGuard	66.663	476.6	20	22
HG03163	GenomeGuard	66.528	477.3	20	22
HG03164	GenomeGuard	63.935	476.5	20	22
HG03166	GenomeGuard	72.561	477.3	20	22
HG03168	GenomeGuard	67.346	476.7	20	22
HG03169	GenomeGuard	69.058	475.9	20	22
HG03170	GenomeGuard	68.855	476.9	20	22
HG03172	GenomeGuard	67.041	477.7	20	22
HG03175	GenomeGuard	69.594	476.3	20	22
HG03189	GenomeGuard	78.953	475.7	20	22
HG03190	GenomeGuard	67.199	477.1	20	22
HG03191	GenomeGuard	61.44	477.7	20	22
HG03193	GenomeGuard	64.439	476.2	20	22
HG03195	GenomeGuard	58.326	476.3	20	22
HG03196	GenomeGuard	72.059	477.1	20	22
HG03197	GenomeGuard	70.085	476.0	20	22
HG03198	GenomeGuard	69.084	475.3	20	22
HG03199	GenomeGuard	67.988	476.4	20	22
HG03200	GenomeGuard	66.98	476.9	20	22
HG03202	GenomeGuard	65.163	476.2	20	22
HG03209	GenomeGuard	65.305	476.9	20	22
HG03212	GenomeGuard	69.656	475.9	20	22
HG03224	GenomeGuard	66.345	476.4	20	22
HG03225	GenomeGuard	66.201	476.3	20	22
HG03240	GenomeGuard	64.114	476.6	20	22
HG03241	GenomeGuard	59.854	476.0	20	22
HG03242	GenomeGuard	70.262	477.6	20	22
HG03246	GenomeGuard	63.752	475.6	20	22
HG03247	GenomeGuard	62.747	477.7	20	22
HG03248	GenomeGuard	65.782	476.4	20	22
HG03249	GenomeGuard	69.83	477.5	20	22
HG03250	GenomeGuard	74.191	476.2	20	22
HG03251	GenomeGuard	73.523	475.7	20	22
HG03258	GenomeGuard	60.908	475.8	20	22
HG03259	GenomeGuard	62.894	475.9	20	22
HG03260	GenomeGuard	63.026	475.7	20	22
HG03265	GenomeGuard	59.389	476.8	20	22
HG03267	GenomeGuard	66.46	476.8	20	22
HG03268	GenomeGuard	65.726	477.5	20	22
HG03269	GenomeGuard	58.362	476.7	20	22
HG03270	GenomeGuard	62.019	475.9	20	22
HG03271	GenomeGuard	65.68	476.9	20	22
HG03272	GenomeGuard	64.154	477.4	20	22
HG03279	GenomeGuard	63.891	476.8	20	22
HG03280	GenomeGuard	64.913	475.4	20	22
HG03291	GenomeGuard	70.71	476.0	20	22
HG03294	GenomeGuard	69.072	476.8	20	22
HG03295	GenomeGuard	63.529	475.7	20	22
HG03296	GenomeGuard	66.803	477.0	20	22
HG03297	GenomeGuard	71.148	475.5	20	22
HG03298	GenomeGuard	68.758	476.6	20	22
HG03299	GenomeGuard	66.622	476.8	20	22
HG03300	GenomeGuard	66.853	476.2	20	22
HG03301	GenomeGuard	69.43	476.7	20	22
HG03302	GenomeGuard	87.293	476.8	20	22
HG03303	GenomeGuard	60.52	475.8	20	22
HG03304	GenomeGuard	61.529	477.4	20	22
HG03305	GenomeGuard	66.773	476.1	20	22
HG03306	GenomeGuard	61.894	476.7	20	22
HG03307	GenomeGuard	63.847	477.3	20	22
HG03308	GenomeGuard	60.998	476.3	20	22
HG03309	GenomeGuard	66.085	476.2	20	22
HG03310	GenomeGuard	67.848	476.8	20	22
HG03311	GenomeGuard	68.205	476.0	20	22
HG03312	GenomeGuard	63.93	476.0	20	22
HG03313	GenomeGuard	65.009	475.7	20	22
HG03314	GenomeGuard	70.559	476.2	20	22
HG03342	GenomeGuard	69.524	475.9	20	22
HG03343	GenomeGuard	71.821	477.3	20	22
HG03344	GenomeGuard	62.525	475.6	20	22
HG03350	GenomeGuard	54.139	477.7	20	22
HG03351	GenomeGuard	67.335	476.5	20	22
HG03352	GenomeGuard	67.57	476.1	20	22
HG03354	GenomeGuard	67.862	478.1	20	22
HG03363	GenomeGuard	63.712	475.6	20	22
HG03366	GenomeGuard	57.687	475.9	20	22
HG03367	GenomeGuard	66.162	476.5	20	22
HG03368	GenomeGuard	67.132	475.7	20	22
HG03369	GenomeGuard	68.445	476.7	20	22
HG03370	GenomeGuard	61.203	475.8	20	22
HG03371	GenomeGuard	66.898	476.3	20	22
HG03372	GenomeGuard	64.799	475.6	20	22
HG03373	GenomeGuard	67.775	475.5	20	22
HG03374	GenomeGuard	65.242	476.5	20	22
HG03376	GenomeGuard	68.894	476.2	20	22
HG03378	GenomeGuard	68.424	475.5	20	22
HG03380	GenomeGuard	59.91	477.3	20	22
HG03382	GenomeGuard	66.557	476.5	20	22
HG03385	GenomeGuard	62.216	476.2	20	22
HG03388	GenomeGuard	67.902	476.9	20	22
HG03391	GenomeGuard	74.001	476.1	20	22
HG03394	GenomeGuard	72.202	475.8	20	22
HG03397	GenomeGuard	69.265	476.5	20	22
HG03401	GenomeGuard	65.843	475.7	20	22
HG03410	GenomeGuard	68.556	475.4	20	22
HG03419	GenomeGuard	67.009	475.9	20	22
HG03428	GenomeGuard	64.707	476.4	20	22
HG03432	GenomeGuard	64.184	476.4	20	22
HG03433	GenomeGuard	66.652	476.7	20	22
HG03436	GenomeGuard	64.549	476.1	20	22
HG03437	GenomeGuard	62.737	476.8	20	22
HG03438	GenomeGuard	62.092	476.6	20	22
HG03439	GenomeGuard	64.005	475.6	20	22
HG03442	GenomeGuard	62.0	476.4	20	22
HG03445	GenomeGuard	64.642	476.2	20	22
HG03446	GenomeGuard	67.073	475.5	20	22
HG03449	GenomeGuard	72.95	475.9	20	22
HG03451	GenomeGuard	64.451	476.4	20	22
HG03452	GenomeGuard	50.084	475.8	20	22
HG03453	GenomeGuard	54.546	475.9	20	22
HG03454	GenomeGuard	53.407	475.4	20	22
HG03455	GenomeGuard	65.713	475.9	20	22
HG03456	GenomeGuard	69.034	475.5	20	22
HG03457	GenomeGuard	64.983	476.6	20	22
HG03458	GenomeGuard	62.949	476.3	20	22
HG03460	GenomeGuard	71.661	476.3	20	22
HG03461	GenomeGuard	68.296	476.4	20	22
HG03464	GenomeGuard	66.524	476.9	20	22
HG03469	GenomeGuard	68.509	476.2	20	22
HG03470	GenomeGuard	64.741	476.0	20	22
HG03472	GenomeGuard	65.334	475.7	20	22
HG03473	GenomeGuard	69.905	477.3	20	22
HG03476	GenomeGuard	66.826	476.2	20	22
HG03478	GenomeGuard	61.099	475.6	20	22
HG03479	GenomeGuard	73.292	476.7	20	22
HG03480	GenomeGuard	72.492	475.8	20	22
HG03484	GenomeGuard	68.686	475.2	20	22
HG03485	GenomeGuard	72.375	476.7	20	22
HG03486	GenomeGuard	69.32	476.2	20	22
HG03499	GenomeGuard	67.918	476.6	20	22
HG03511	GenomeGuard	70.365	476.4	20	22
HG03514	GenomeGuard	91.31	476.2	20	22
HG03515	GenomeGuard	94.972	475.7	20	22
HG03516	GenomeGuard	91.088	476.3	20	22
HG03517	GenomeGuard	72.067	476.9	20	22
HG03518	GenomeGuard	60.859	476.5	20	22
HG03519	GenomeGuard	71.446	475.7	20	22
HG03520	GenomeGuard	68.394	475.7	20	22
HG03521	GenomeGuard	71.987	475.2	20	22
HG03522	GenomeGuard	68.184	476.6	20	22
HG03538	GenomeGuard	63.678	476.4	20	22
HG03539	GenomeGuard	66.395	476.6	20	22
HG03540	GenomeGuard	70.094	477.6	20	22
HG03547	GenomeGuard	83.843	476.9	20	22
HG03548	GenomeGuard	51.237	475.9	20	22
HG03556	GenomeGuard	61.74	476.6	20	22
HG03557	GenomeGuard	71.817	475.4	20	22
HG03558	GenomeGuard	68.854	475.7	20	22
HG03559	GenomeGuard	75.458	475.9	20	22
HG03563	GenomeGuard	75.763	476.0	20	22
HG03565	GenomeGuard	60.484	475.6	20	22
HG03567	GenomeGuard	68.83	476.0	20	22
HG03571	GenomeGuard	67.43	475.7	20	22
HG03572	GenomeGuard	68.099	476.8	20	22
HG03574	GenomeGuard	59.45	476.3	20	22
HG03575	GenomeGuard	57.248	476.3	20	22
HG03576	GenomeGuard	51.02	475.2	20	22
HG03577	GenomeGuard	65.045	477.4	20	22
HG03578	GenomeGuard	63.913	476.2	20	22
HG03579	GenomeGuard	71.208	476.8	20	22
HG03582	GenomeGuard	74.422	475.7	20	22
HG03583	GenomeGuard	74.701	476.5	20	22
HG03584	GenomeGuard	66.73	475.4	20	22
NA06984	GenomeGuard	73.176	476.2	20	22
NA06985	GenomeGuard	74.446	476.4	20	22
NA06986	GenomeGuard	73.849	476.1	20	22
NA06989	GenomeGuard	71.624	476.4	20	22
NA06991	GenomeGuard	70.614	475.7	20	22
NA06993	GenomeGuard	74.155	476.1	20	22
NA06994	GenomeGuard	69.831	475.6	20	22
