sample_id	tool	wall_time_ms	peak_mem_kb	n_genes	n_variants
HG01595	Aldy	1.0	0	0	0
HG01596	Aldy	0.8	0	0	0
HG01597	Aldy	0.6	0	0	0
HG01598	Aldy	0.7	0	0	0
HG01599	Aldy	0.7	0	0	0
HG01600	Aldy	0.6	0	0	0
HG01601	Aldy	0.7	0	0	0
HG01602	Aldy	0.7	0	0	0
HG01603	Aldy	0.7	0	0	0
HG01604	Aldy	0.7	0	0	0
HG01605	Aldy	0.8	0	0	0
HG01606	Aldy	0.7	0	0	0
HG01607	Aldy	0.6	0	0	0
HG01608	Aldy	0.6	0	0	0
HG01609	Aldy	0.7	0	0	0
HG01610	Aldy	0.7	0	0	0
HG01611	Aldy	0.7	0	0	0
HG01612	Aldy	0.7	0	0	0
HG01613	Aldy	0.7	0	0	0
HG01614	Aldy	0.7	0	0	0
HG01615	Aldy	0.6	0	0	0
HG01616	Aldy	0.7	0	0	0
HG01617	Aldy	0.7	0	0	0
HG01618	Aldy	0.7	0	0	0
HG01619	Aldy	0.7	0	0	0
HG01620	Aldy	0.7	0	0	0
HG01621	Aldy	0.7	0	0	0
HG01622	Aldy	0.7	0	0	0
HG01623	Aldy	0.7	0	0	0
HG01624	Aldy	0.9	0	0	0
HG01625	Aldy	0.7	0	0	0
HG01626	Aldy	0.7	0	0	0
HG01627	Aldy	0.7	0	0	0
HG01628	Aldy	0.8	0	0	0
HG01629	Aldy	0.6	0	0	0
HG01630	Aldy	0.6	0	0	0
HG01631	Aldy	0.6	0	0	0
HG01632	Aldy	0.7	0	0	0
HG01633	Aldy	0.7	0	0	0
HG01667	Aldy	0.7	0	0	0
HG01668	Aldy	0.7	0	0	0
HG01669	Aldy	0.7	0	0	0
HG01670	Aldy	0.6	0	0	0
HG01671	Aldy	0.7	0	0	0
HG01672	Aldy	0.7	0	0	0
HG01673	Aldy	0.7	0	0	0
HG01674	Aldy	0.6	0	0	0
HG01675	Aldy	0.6	0	0	0
HG01676	Aldy	0.6	0	0	0
HG01677	Aldy	0.7	0	0	0
HG01678	Aldy	0.9	0	0	0
HG01679	Aldy	0.7	0	0	0
HG01680	Aldy	0.7	0	0	0
HG01681	Aldy	0.8	0	0	0
HG01682	Aldy	0.7	0	0	0
HG01683	Aldy	0.7	0	0	0
HG01684	Aldy	0.6	0	0	0
HG01685	Aldy	1.3	0	0	0
HG01686	Aldy	0.9	0	0	0
HG01687	Aldy	0.6	0	0	0
HG01694	Aldy	0.8	0	0	0
HG01695	Aldy	0.8	0	0	0
HG01696	Aldy	0.2	0	0	0
HG01697	Aldy	0.6	0	0	0
HG01698	Aldy	0.2	0	0	0
HG01699	Aldy	0.3	0	0	0
HG01700	Aldy	0.2	0	0	0
HG01701	Aldy	0.2	0	0	0
HG01702	Aldy	0.3	0	0	0
HG01703	Aldy	0.5	0	0	0
HG01704	Aldy	0.8	0	0	0
HG01705	Aldy	0.7	0	0	0
HG01706	Aldy	0.3	0	0	0
HG01707	Aldy	0.4	0	0	0
HG01708	Aldy	0.4	0	0	0
HG01709	Aldy	0.4	0	0	0
HG01710	Aldy	0.8	0	0	0
HG01711	Aldy	0.7	0	0	0
HG01746	Aldy	0.6	0	0	0
HG01747	Aldy	0.6	0	0	0
HG01748	Aldy	0.7	0	0	0
HG01755	Aldy	0.8	0	0	0
HG01756	Aldy	0.7	0	0	0
HG01757	Aldy	0.7	0	0	0
HG01761	Aldy	0.7	0	0	0
HG01762	Aldy	0.2	0	0	0
HG01763	Aldy	0.5	0	0	0
HG01765	Aldy	0.4	0	0	0
HG01766	Aldy	0.8	0	0	0
HG01767	Aldy	0.7	0	0	0
HG01768	Aldy	0.7	0	0	0
HG01770	Aldy	0.7	0	0	0
HG01771	Aldy	0.7	0	0	0
HG01772	Aldy	0.6	0	0	0
HG01773	Aldy	0.6	0	0	0
HG01774	Aldy	0.2	0	0	0
HG01775	Aldy	0.7	0	0	0
HG01776	Aldy	0.8	0	0	0
HG01777	Aldy	0.7	0	0	0
HG01778	Aldy	0.6	0	0	0
HG01779	Aldy	0.7	0	0	0
HG01780	Aldy	0.7	0	0	0
HG01781	Aldy	0.6	0	0	0
HG01782	Aldy	0.7	0	0	0
HG01784	Aldy	0.8	0	0	0
HG01785	Aldy	0.7	0	0	0
HG01786	Aldy	1.2	0	0	0
HG01789	Aldy	1.1	0	0	0
HG01790	Aldy	1.4	0	0	0
HG01791	Aldy	0.8	0	0	0
HG01794	Aldy	0.6	0	0	0
HG01795	Aldy	0.7	0	0	0
HG01796	Aldy	0.7	0	0	0
HG01797	Aldy	0.8	0	0	0
HG01798	Aldy	0.2	0	0	0
HG01799	Aldy	0.2	0	0	0
HG01800	Aldy	0.2	0	0	0
HG01801	Aldy	0.2	0	0	0
HG01802	Aldy	0.2	0	0	0
HG01804	Aldy	0.2	0	0	0
HG01805	Aldy	0.2	0	0	0
HG01806	Aldy	0.3	0	0	0
HG01807	Aldy	0.3	0	0	0
HG01808	Aldy	0.3	0	0	0
HG01809	Aldy	0.4	0	0	0
HG01810	Aldy	0.4	0	0	0
HG01811	Aldy	0.5	0	0	0
HG01812	Aldy	0.4	0	0	0
HG01813	Aldy	0.7	0	0	0
HG01815	Aldy	0.6	0	0	0
HG01816	Aldy	0.6	0	0	0
HG01817	Aldy	0.6	0	0	0
HG01840	Aldy	0.6	0	0	0
HG01841	Aldy	0.6	0	0	0
HG01842	Aldy	0.6	0	0	0
HG01843	Aldy	0.6	0	0	0
HG01844	Aldy	0.6	0	0	0
HG01845	Aldy	0.6	0	0	0
HG01846	Aldy	0.6	0	0	0
HG01847	Aldy	0.6	0	0	0
HG01848	Aldy	0.6	0	0	0
HG01849	Aldy	0.8	0	0	0
HG01850	Aldy	0.8	0	0	0
HG01851	Aldy	0.8	0	0	0
HG01852	Aldy	0.7	0	0	0
HG01853	Aldy	0.7	0	0	0
HG01855	Aldy	0.6	0	0	0
HG01857	Aldy	0.6	0	0	0
HG01858	Aldy	0.6	0	0	0
HG01859	Aldy	0.6	0	0	0
HG01860	Aldy	0.6	0	0	0
HG01861	Aldy	0.7	0	0	0
HG01862	Aldy	0.7	0	0	0
HG01863	Aldy	0.7	0	0	0
HG01864	Aldy	0.7	0	0	0
HG01865	Aldy	0.7	0	0	0
HG01866	Aldy	0.7	0	0	0
HG01867	Aldy	0.7	0	0	0
HG01868	Aldy	0.7	0	0	0
HG01869	Aldy	0.7	0	0	0
HG01870	Aldy	0.7	0	0	0
HG01871	Aldy	0.7	0	0	0
HG01872	Aldy	0.7	0	0	0
HG01873	Aldy	0.7	0	0	0
HG01874	Aldy	0.7	0	0	0
HG01878	Aldy	0.6	0	0	0
HG01879	Aldy	0.7	0	0	0
HG01880	Aldy	0.7	0	0	0
HG01881	Aldy	0.6	0	0	0
HG01882	Aldy	0.7	0	0	0
HG01883	Aldy	0.6	0	0	0
HG01884	Aldy	0.6	0	0	0
HG01885	Aldy	0.6	0	0	0
HG01886	Aldy	0.6	0	0	0
HG01887	Aldy	0.6	0	0	0
HG01888	Aldy	0.6	0	0	0
HG01889	Aldy	0.6	0	0	0
HG01890	Aldy	0.6	0	0	0
HG01891	Aldy	0.6	0	0	0
HG01892	Aldy	0.6	0	0	0
HG01893	Aldy	0.6	0	0	0
HG01894	Aldy	0.6	0	0	0
HG01895	Aldy	0.5	0	0	0
HG01896	Aldy	0.5	0	0	0
HG01897	Aldy	0.6	0	0	0
HG01898	Aldy	0.6	0	0	0
HG01912	Aldy	0.5	0	0	0
HG01914	Aldy	0.6	0	0	0
HG01915	Aldy	0.6	0	0	0
HG01916	Aldy	0.6	0	0	0
HG01917	Aldy	0.6	0	0	0
HG01918	Aldy	0.6	0	0	0
HG01919	Aldy	0.6	0	0	0
HG01920	Aldy	0.5	0	0	0
HG01921	Aldy	0.4	0	0	0
HG01922	Aldy	0.6	0	0	0
HG01923	Aldy	0.6	0	0	0
HG01924	Aldy	0.6	0	0	0
HG01925	Aldy	0.8	0	0	0
HG01926	Aldy	0.8	0	0	0
HG01927	Aldy	0.7	0	0	0
HG01928	Aldy	0.7	0	0	0
HG01932	Aldy	0.7	0	0	0
HG01933	Aldy	0.7	0	0	0
HG01934	Aldy	0.7	0	0	0
HG01935	Aldy	0.7	0	0	0
HG01936	Aldy	0.7	0	0	0
HG01937	Aldy	0.7	0	0	0
HG01938	Aldy	0.7	0	0	0
HG01939	Aldy	0.7	0	0	0
HG01940	Aldy	0.7	0	0	0
HG01941	Aldy	0.7	0	0	0
HG01942	Aldy	0.7	0	0	0
HG01943	Aldy	0.6	0	0	0
HG01944	Aldy	0.6	0	0	0
HG01945	Aldy	0.7	0	0	0
HG01946	Aldy	0.5	0	0	0
HG01947	Aldy	0.6	0	0	0
HG01948	Aldy	0.3	0	0	0
HG01949	Aldy	0.3	0	0	0
HG01950	Aldy	0.3	0	0	0
HG01951	Aldy	0.3	0	0	0
HG01952	Aldy	1.0	0	0	0
HG01953	Aldy	0.8	0	0	0
HG01954	Aldy	0.7	0	0	0
HG01955	Aldy	0.7	0	0	0
HG01956	Aldy	0.8	0	0	0
HG01958	Aldy	0.7	0	0	0
HG01959	Aldy	0.7	0	0	0
HG01960	Aldy	0.7	0	0	0
HG01961	Aldy	0.7	0	0	0
HG01965	Aldy	0.7	0	0	0
HG01967	Aldy	0.8	0	0	0
HG01968	Aldy	1.0	0	0	0
HG01969	Aldy	1.0	0	0	0
HG01970	Aldy	0.9	0	0	0
HG01971	Aldy	0.9	0	0	0
HG01972	Aldy	0.9	0	0	0
HG01973	Aldy	1.0	0	0	0
HG01974	Aldy	1.6	0	0	0
HG01975	Aldy	0.8	0	0	0
HG01976	Aldy	0.7	0	0	0
HG01977	Aldy	0.6	0	0	0
HG01978	Aldy	0.7	0	0	0
HG01979	Aldy	0.6	0	0	0
HG01980	Aldy	0.3	0	0	0
HG01981	Aldy	0.3	0	0	0
HG01982	Aldy	0.4	0	0	0
HG01983	Aldy	0.3	0	0	0
HG01984	Aldy	0.3	0	0	0
HG01985	Aldy	0.3	0	0	0
HG01986	Aldy	0.3	0	0	0
HG01987	Aldy	0.5	0	0	0
HG01988	Aldy	0.3	0	0	0
HG01989	Aldy	0.3	0	0	0
HG01990	Aldy	0.3	0	0	0
HG01991	Aldy	0.3	0	0	0
HG01992	Aldy	0.3	0	0	0
HG01993	Aldy	0.4	0	0	0
HG01997	Aldy	0.3	0	0	0
HG01998	Aldy	0.4	0	0	0
HG02002	Aldy	0.4	0	0	0
HG02003	Aldy	0.5	0	0	0
HG02004	Aldy	0.5	0	0	0
HG02006	Aldy	0.4	0	0	0
HG02008	Aldy	0.3	0	0	0
HG02009	Aldy	0.3	0	0	0
HG02010	Aldy	0.4	0	0	0
HG02011	Aldy	0.3	0	0	0
HG02012	Aldy	0.3	0	0	0
HG02013	Aldy	0.3	0	0	0
HG02014	Aldy	0.4	0	0	0
HG02015	Aldy	0.3	0	0	0
HG02016	Aldy	0.8	0	0	0
HG02017	Aldy	0.5	0	0	0
HG02018	Aldy	0.5	0	0	0
HG02019	Aldy	0.4	0	0	0
HG02020	Aldy	0.4	0	0	0
HG02023	Aldy	0.3	0	0	0
HG02024	Aldy	0.4	0	0	0
HG02025	Aldy	0.4	0	0	0
HG02026	Aldy	0.3	0	0	0
HG02027	Aldy	0.3	0	0	0
HG02028	Aldy	0.4	0	0	0
HG02029	Aldy	0.2	0	0	0
HG02030	Aldy	0.2	0	0	0
HG02031	Aldy	0.2	0	0	0
HG02032	Aldy	0.2	0	0	0
HG02035	Aldy	0.2	0	0	0
HG02040	Aldy	0.3	0	0	0
HG02047	Aldy	0.4	0	0	0
HG02048	Aldy	0.4	0	0	0
HG02049	Aldy	0.4	0	0	0
HG02050	Aldy	0.7	0	0	0
HG02051	Aldy	0.6	0	0	0
HG02052	Aldy	0.5	0	0	0
HG02053	Aldy	0.6	0	0	0
HG02054	Aldy	0.7	0	0	0
HG02055	Aldy	0.8	0	0	0
HG02056	Aldy	1.1	0	0	0
HG02057	Aldy	0.7	0	0	0
HG02058	Aldy	0.8	0	0	0
HG02059	Aldy	0.5	0	0	0
HG02060	Aldy	0.5	0	0	0
HG02061	Aldy	0.5	0	0	0
HG02064	Aldy	0.3	0	0	0
HG02067	Aldy	0.7	0	0	0
HG02068	Aldy	0.4	0	0	0
HG02069	Aldy	0.5	0	0	0
HG02070	Aldy	0.4	0	0	0
HG02071	Aldy	0.4	0	0	0
HG02072	Aldy	0.4	0	0	0
HG02073	Aldy	0.3	0	0	0
HG02074	Aldy	0.4	0	0	0
HG02075	Aldy	0.6	0	0	0
HG02076	Aldy	0.7	0	0	0
HG02077	Aldy	0.7	0	0	0
HG02078	Aldy	0.7	0	0	0
HG02079	Aldy	0.6	0	0	0
HG02080	Aldy	0.6	0	0	0
HG02081	Aldy	0.6	0	0	0
HG02082	Aldy	0.6	0	0	0
HG02083	Aldy	0.6	0	0	0
HG02084	Aldy	0.6	0	0	0
HG02085	Aldy	0.6	0	0	0
HG02086	Aldy	0.6	0	0	0
HG02087	Aldy	0.6	0	0	0
HG02088	Aldy	0.7	0	0	0
HG02089	Aldy	0.6	0	0	0
HG02090	Aldy	0.6	0	0	0
HG02091	Aldy	0.6	0	0	0
HG02095	Aldy	0.6	0	0	0
HG02102	Aldy	0.6	0	0	0
HG02104	Aldy	0.6	0	0	0
HG02105	Aldy	0.6	0	0	0
HG02106	Aldy	1.1	0	0	0
HG02107	Aldy	0.8	0	0	0
HG02108	Aldy	0.6	0	0	0
HG02111	Aldy	0.7	0	0	0
HG02113	Aldy	0.6	0	0	0
HG02116	Aldy	0.7	0	0	0
HG02120	Aldy	0.6	0	0	0
HG02121	Aldy	0.6	0	0	0
HG02122	Aldy	0.6	0	0	0
HG02126	Aldy	0.7	0	0	0
HG02127	Aldy	0.6	0	0	0
HG02128	Aldy	0.6	0	0	0
HG02129	Aldy	0.6	0	0	0
HG02130	Aldy	0.6	0	0	0
HG02131	Aldy	0.5	0	0	0
HG02132	Aldy	0.6	0	0	0
HG02133	Aldy	0.5	0	0	0
HG02134	Aldy	0.5	0	0	0
HG02135	Aldy	0.6	0	0	0
HG02136	Aldy	0.6	0	0	0
HG02137	Aldy	0.3	0	0	0
HG02138	Aldy	0.3	0	0	0
HG02139	Aldy	0.3	0	0	0
HG02140	Aldy	0.3	0	0	0
HG02141	Aldy	0.3	0	0	0
HG02142	Aldy	0.3	0	0	0
HG02143	Aldy	0.3	0	0	0
HG02144	Aldy	0.3	0	0	0
HG02145	Aldy	0.3	0	0	0
HG02146	Aldy	0.4	0	0	0
HG02147	Aldy	0.7	0	0	0
HG02148	Aldy	0.4	0	0	0
HG02150	Aldy	1.2	0	0	0
HG02151	Aldy	1.1	0	0	0
HG02152	Aldy	1.0	0	0	0
HG02153	Aldy	1.0	0	0	0
HG02154	Aldy	1.0	0	0	0
HG02155	Aldy	1.0	0	0	0
HG02156	Aldy	1.0	0	0	0
HG02164	Aldy	1.0	0	0	0
HG02165	Aldy	0.9	0	0	0
HG02166	Aldy	0.6	0	0	0
HG02178	Aldy	0.7	0	0	0
HG02179	Aldy	0.6	0	0	0
HG02180	Aldy	0.6	0	0	0
HG02181	Aldy	0.6	0	0	0
HG02182	Aldy	0.6	0	0	0
HG02184	Aldy	0.6	0	0	0
HG02185	Aldy	0.6	0	0	0
HG02186	Aldy	0.6	0	0	0
HG02187	Aldy	0.6	0	0	0
HG02188	Aldy	0.6	0	0	0
HG02190	Aldy	0.6	0	0	0
HG02215	Aldy	0.6	0	0	0
HG02219	Aldy	0.7	0	0	0
HG02220	Aldy	0.6	0	0	0
HG02221	Aldy	0.5	0	0	0
HG02222	Aldy	0.6	0	0	0
HG02223	Aldy	0.6	0	0	0
HG02224	Aldy	0.6	0	0	0
HG02225	Aldy	0.5	0	0	0
HG02229	Aldy	0.6	0	0	0
HG02230	Aldy	0.6	0	0	0
HG02231	Aldy	0.6	0	0	0
HG02232	Aldy	0.6	0	0	0
HG02233	Aldy	0.5	0	0	0
HG02234	Aldy	0.5	0	0	0
HG02235	Aldy	0.5	0	0	0
HG02236	Aldy	0.6	0	0	0
HG02237	Aldy	0.6	0	0	0
HG02238	Aldy	0.6	0	0	0
HG02239	Aldy	1.0	0	0	0
HG02240	Aldy	1.1	0	0	0
HG02250	Aldy	1.0	0	0	0
HG02252	Aldy	1.0	0	0	0
HG02253	Aldy	1.0	0	0	0
HG02255	Aldy	1.4	0	0	0
HG02256	Aldy	0.6	0	0	0
HG02257	Aldy	0.6	0	0	0
HG02258	Aldy	0.7	0	0	0
HG02259	Aldy	0.7	0	0	0
HG02260	Aldy	0.7	0	0	0
HG02261	Aldy	0.7	0	0	0
HG02262	Aldy	0.7	0	0	0
HG02265	Aldy	0.7	0	0	0
HG02266	Aldy	0.6	0	0	0
HG02271	Aldy	0.7	0	0	0
HG02272	Aldy	0.6	0	0	0
HG02273	Aldy	0.7	0	0	0
HG02274	Aldy	0.5	0	0	0
HG02275	Aldy	0.3	0	0	0
HG02277	Aldy	0.4	0	0	0
HG02278	Aldy	0.9	0	0	0
HG02279	Aldy	0.6	0	0	0
HG02280	Aldy	0.6	0	0	0
HG02281	Aldy	0.6	0	0	0
HG02282	Aldy	0.7	0	0	0
HG02283	Aldy	0.7	0	0	0
HG02284	Aldy	0.7	0	0	0
HG02285	Aldy	0.7	0	0	0
HG02286	Aldy	0.7	0	0	0
HG02287	Aldy	0.7	0	0	0
HG02291	Aldy	0.7	0	0	0
HG02292	Aldy	0.7	0	0	0
HG02293	Aldy	0.7	0	0	0
HG02298	Aldy	0.6	0	0	0
HG02299	Aldy	0.8	0	0	0
HG02300	Aldy	0.9	0	0	0
HG02301	Aldy	0.8	0	0	0
HG02302	Aldy	0.8	0	0	0
HG02303	Aldy	0.6	0	0	0
HG02304	Aldy	0.6	0	0	0
HG02307	Aldy	0.5	0	0	0
HG02308	Aldy	0.5	0	0	0
HG02309	Aldy	0.6	0	0	0
HG02312	Aldy	0.8	0	0	0
HG02314	Aldy	0.9	0	0	0
HG02315	Aldy	0.9	0	0	0
HG02316	Aldy	0.8	0	0	0
HG02317	Aldy	0.8	0	0	0
HG02318	Aldy	0.7	0	0	0
HG02321	Aldy	0.8	0	0	0
HG02322	Aldy	0.7	0	0	0
HG02323	Aldy	0.7	0	0	0
HG02325	Aldy	0.7	0	0	0
HG02330	Aldy	0.6	0	0	0
HG02332	Aldy	0.7	0	0	0
HG02334	Aldy	0.7	0	0	0
HG02337	Aldy	0.7	0	0	0
HG02339	Aldy	0.7	0	0	0
HG02343	Aldy	0.7	0	0	0
HG02345	Aldy	0.2	0	0	0
HG02348	Aldy	0.2	0	0	0
HG02351	Aldy	0.2	0	0	0
HG02353	Aldy	0.2	0	0	0
HG02355	Aldy	0.2	0	0	0
HG02356	Aldy	0.2	0	0	0
HG02360	Aldy	0.2	0	0	0
HG02364	Aldy	0.3	0	0	0
HG02367	Aldy	0.2	0	0	0
HG02371	Aldy	0.3	0	0	0
HG02373	Aldy	0.3	0	0	0
HG02374	Aldy	0.3	0	0	0
HG02375	Aldy	0.3	0	0	0
HG02379	Aldy	0.3	0	0	0
HG02380	Aldy	0.9	0	0	0
HG02382	Aldy	0.8	0	0	0
HG02383	Aldy	0.7	0	0	0
HG02384	Aldy	0.7	0	0	0
HG02385	Aldy	0.8	0	0	0
HG02386	Aldy	0.9	0	0	0
HG02389	Aldy	0.8	0	0	0
HG02390	Aldy	0.7	0	0	0
HG02391	Aldy	0.7	0	0	0
HG02392	Aldy	0.7	0	0	0
HG02394	Aldy	0.7	0	0	0
HG02395	Aldy	0.7	0	0	0
HG02396	Aldy	0.8	0	0	0
HG02397	Aldy	0.7	0	0	0
HG02398	Aldy	0.8	0	0	0
HG02399	Aldy	0.8	0	0	0
HG02401	Aldy	0.7	0	0	0
HG02402	Aldy	0.8	0	0	0
HG02406	Aldy	0.8	0	0	0
HG02407	Aldy	0.7	0	0	0
HG02408	Aldy	0.8	0	0	0
HG02409	Aldy	0.7	0	0	0
HG02410	Aldy	0.7	0	0	0
HG02419	Aldy	0.7	0	0	0
HG02420	Aldy	0.7	0	0	0
HG02425	Aldy	0.7	0	0	0
HG02427	Aldy	0.6	0	0	0
HG02429	Aldy	0.7	0	0	0
HG02433	Aldy	0.8	0	0	0
HG02439	Aldy	0.7	0	0	0
HG02442	Aldy	0.7	0	0	0
HG02445	Aldy	0.7	0	0	0
HG02449	Aldy	0.7	0	0	0
HG02450	Aldy	0.7	0	0	0
HG02451	Aldy	0.7	0	0	0
HG02455	Aldy	0.7	0	0	0
HG02461	Aldy	0.7	0	0	0
HG02462	Aldy	0.8	0	0	0
HG02463	Aldy	0.5	0	0	0
HG02464	Aldy	0.5	0	0	0
HG02465	Aldy	0.7	0	0	0
HG02466	Aldy	0.7	0	0	0
HG02470	Aldy	0.7	0	0	0
HG02471	Aldy	0.6	0	0	0
HG02476	Aldy	0.7	0	0	0
HG02477	Aldy	0.7	0	0	0
HG02479	Aldy	0.7	0	0	0
HG02481	Aldy	0.7	0	0	0
HG02484	Aldy	0.7	0	0	0
HG02485	Aldy	0.7	0	0	0
HG02489	Aldy	0.7	0	0	0
HG02496	Aldy	0.8	0	0	0
HG02497	Aldy	0.9	0	0	0
HG02501	Aldy	0.2	0	0	0
HG02502	Aldy	0.2	0	0	0
HG02505	Aldy	0.2	0	0	0
HG02508	Aldy	0.6	0	0	0
HG02511	Aldy	0.6	0	0	0
HG02512	Aldy	0.8	0	0	0
HG02513	Aldy	0.7	0	0	0
HG02514	Aldy	0.9	0	0	0
HG02521	Aldy	0.8	0	0	0
HG02522	Aldy	0.7	0	0	0
HG02523	Aldy	0.7	0	0	0
HG02524	Aldy	0.7	0	0	0
HG02525	Aldy	0.7	0	0	0
HG02526	Aldy	0.8	0	0	0
HG02536	Aldy	0.7	0	0	0
HG02537	Aldy	0.7	0	0	0
HG02541	Aldy	0.7	0	0	0
HG02545	Aldy	0.7	0	0	0
HG02546	Aldy	0.6	0	0	0
HG02549	Aldy	0.7	0	0	0
HG02554	Aldy	0.7	0	0	0
HG02555	Aldy	0.7	0	0	0
HG02557	Aldy	0.7	0	0	0
HG02558	Aldy	0.7	0	0	0
HG02561	Aldy	0.7	0	0	0
HG02562	Aldy	0.7	0	0	0
HG02563	Aldy	0.6	0	0	0
HG02568	Aldy	0.7	0	0	0
HG02569	Aldy	0.7	0	0	0
HG02570	Aldy	0.7	0	0	0
HG02571	Aldy	0.7	0	0	0
HG02572	Aldy	0.7	0	0	0
HG02573	Aldy	0.7	0	0	0
HG02574	Aldy	0.7	0	0	0
HG02575	Aldy	0.7	0	0	0
HG02577	Aldy	0.7	0	0	0
HG02580	Aldy	0.6	0	0	0
HG02582	Aldy	0.7	0	0	0
HG02583	Aldy	0.7	0	0	0
HG02584	Aldy	0.7	0	0	0
HG02585	Aldy	0.6	0	0	0
HG02586	Aldy	0.7	0	0	0
HG02587	Aldy	0.6	0	0	0
HG02588	Aldy	0.5	0	0	0
HG02589	Aldy	0.6	0	0	0
HG02590	Aldy	0.7	0	0	0
HG02594	Aldy	0.7	0	0	0
HG02595	Aldy	0.7	0	0	0
HG02596	Aldy	0.7	0	0	0
HG02610	Aldy	0.7	0	0	0
HG02611	Aldy	0.7	0	0	0
HG02612	Aldy	0.7	0	0	0
HG02613	Aldy	0.6	0	0	0
HG02614	Aldy	0.7	0	0	0
HG02615	Aldy	0.6	0	0	0
HG02620	Aldy	0.6	0	0	0
HG02621	Aldy	0.7	0	0	0
HG02622	Aldy	0.6	0	0	0
HG02623	Aldy	0.7	0	0	0
HG02624	Aldy	0.7	0	0	0
HG02625	Aldy	0.7	0	0	0
HG02628	Aldy	0.7	0	0	0
HG02629	Aldy	0.7	0	0	0
HG02630	Aldy	0.7	0	0	0
HG02634	Aldy	0.7	0	0	0
HG02635	Aldy	0.7	0	0	0
HG02636	Aldy	0.7	0	0	0
HG02642	Aldy	0.7	0	0	0
HG02643	Aldy	0.7	0	0	0
HG02644	Aldy	0.7	0	0	0
HG02645	Aldy	0.7	0	0	0
HG02646	Aldy	0.7	0	0	0
HG02647	Aldy	0.7	0	0	0
HG02666	Aldy	0.7	0	0	0
HG02667	Aldy	0.6	0	0	0
HG02668	Aldy	0.7	0	0	0
HG02675	Aldy	0.6	0	0	0
HG02676	Aldy	0.6	0	0	0
HG02677	Aldy	0.7	0	0	0
HG02678	Aldy	0.7	0	0	0
HG02679	Aldy	0.7	0	0	0
HG02680	Aldy	0.8	0	0	0
HG02702	Aldy	0.8	0	0	0
HG02703	Aldy	0.6	0	0	0
HG02704	Aldy	0.6	0	0	0
HG02715	Aldy	0.8	0	0	0
HG02716	Aldy	0.7	0	0	0
HG02717	Aldy	0.7	0	0	0
HG02721	Aldy	0.7	0	0	0
HG02722	Aldy	0.7	0	0	0
HG02723	Aldy	0.7	0	0	0
HG02756	Aldy	0.7	0	0	0
HG02757	Aldy	0.7	0	0	0
HG02759	Aldy	0.7	0	0	0
HG02760	Aldy	0.7	0	0	0
HG02761	Aldy	0.7	0	0	0
HG02762	Aldy	0.7	0	0	0
HG02763	Aldy	0.6	0	0	0
HG02764	Aldy	0.8	0	0	0
HG02768	Aldy	0.7	0	0	0
HG02769	Aldy	1.0	0	0	0
HG02770	Aldy	0.7	0	0	0
HG02771	Aldy	0.7	0	0	0
HG02772	Aldy	0.7	0	0	0
HG02773	Aldy	0.7	0	0	0
HG02798	Aldy	0.7	0	0	0
HG02799	Aldy	0.7	0	0	0
HG02800	Aldy	0.9	0	0	0
HG02804	Aldy	0.7	0	0	0
HG02805	Aldy	0.8	0	0	0
HG02806	Aldy	0.7	0	0	0
HG02807	Aldy	0.7	0	0	0
HG02808	Aldy	0.7	0	0	0
HG02809	Aldy	0.7	0	0	0
HG02810	Aldy	0.7	0	0	0
HG02811	Aldy	0.7	0	0	0
HG02812	Aldy	0.7	0	0	0
HG02813	Aldy	0.7	0	0	0
HG02814	Aldy	0.7	0	0	0
HG02815	Aldy	1.5	0	0	0
HG02816	Aldy	0.8	0	0	0
HG02817	Aldy	0.6	0	0	0
HG02818	Aldy	0.6	0	0	0
HG02819	Aldy	0.7	0	0	0
HG02820	Aldy	0.7	0	0	0
HG02821	Aldy	0.7	0	0	0
HG02836	Aldy	0.7	0	0	0
HG02837	Aldy	0.7	0	0	0
HG02838	Aldy	0.7	0	0	0
HG02839	Aldy	0.7	0	0	0
HG02840	Aldy	0.7	0	0	0
HG02841	Aldy	0.7	0	0	0
HG02851	Aldy	0.7	0	0	0
HG02852	Aldy	0.7	0	0	0
HG02853	Aldy	0.7	0	0	0
HG02854	Aldy	0.6	0	0	0
HG02855	Aldy	0.7	0	0	0
HG02856	Aldy	0.7	0	0	0
HG02860	Aldy	0.7	0	0	0
HG02861	Aldy	0.7	0	0	0
HG02862	Aldy	0.8	0	0	0
HG02869	Aldy	0.4	0	0	0
HG02870	Aldy	0.6	0	0	0
HG02871	Aldy	0.6	0	0	0
HG02878	Aldy	1.2	0	0	0
HG02879	Aldy	0.8	0	0	0
HG02880	Aldy	0.7	0	0	0
HG02881	Aldy	0.7	0	0	0
HG02882	Aldy	0.8	0	0	0
HG02883	Aldy	0.6	0	0	0
HG02884	Aldy	0.9	0	0	0
HG02885	Aldy	0.7	0	0	0
HG02886	Aldy	0.7	0	0	0
HG02887	Aldy	0.7	0	0	0
HG02888	Aldy	0.7	0	0	0
HG02889	Aldy	0.7	0	0	0
HG02890	Aldy	0.7	0	0	0
HG02891	Aldy	0.7	0	0	0
HG02892	Aldy	0.7	0	0	0
HG02895	Aldy	0.7	0	0	0
HG02896	Aldy	0.7	0	0	0
HG02897	Aldy	0.7	0	0	0
HG02922	Aldy	0.6	0	0	0
HG02923	Aldy	0.7	0	0	0
HG02924	Aldy	0.7	0	0	0
