sample_id	tool	wall_time_ms	peak_mem_kb	n_genes	n_variants
HG01497	PharmCAT	0.3	0	21	0
HG01498	PharmCAT	0.2	0	21	0
HG01499	PharmCAT	0.2	0	21	0
HG01500	PharmCAT	0.3	0	21	0
HG01501	PharmCAT	0.3	0	21	0
HG01502	PharmCAT	0.3	0	21	0
HG01503	PharmCAT	0.3	0	21	0
HG01504	PharmCAT	0.3	0	21	0
HG01505	PharmCAT	0.3	0	21	0
HG01506	PharmCAT	0.3	0	21	0
HG01507	PharmCAT	0.3	0	21	0
HG01508	PharmCAT	0.3	0	21	0
HG01509	PharmCAT	0.3	0	21	0
HG01510	PharmCAT	0.3	0	21	0
HG01511	PharmCAT	0.3	0	21	0
HG01512	PharmCAT	0.2	0	21	0
HG01513	PharmCAT	0.3	0	21	0
HG01514	PharmCAT	0.3	0	21	0
HG01515	PharmCAT	0.3	0	21	0
HG01516	PharmCAT	0.3	0	21	0
HG01517	PharmCAT	0.2	0	21	0
HG01518	PharmCAT	0.3	0	21	0
HG01519	PharmCAT	0.3	0	21	0
HG01520	PharmCAT	0.3	0	21	0
HG01521	PharmCAT	0.4	0	21	0
HG01522	PharmCAT	0.3	0	21	0
HG01523	PharmCAT	0.3	0	21	0
HG01524	PharmCAT	0.3	0	21	0
HG01525	PharmCAT	0.3	0	21	0
HG01526	PharmCAT	0.3	0	21	0
HG01527	PharmCAT	0.3	0	21	0
HG01528	PharmCAT	0.3	0	21	0
HG01529	PharmCAT	0.4	0	21	0
HG01530	PharmCAT	0.3	0	21	0
HG01531	PharmCAT	0.3	0	21	0
HG01532	PharmCAT	0.3	0	21	0
HG01536	PharmCAT	0.3	0	21	0
HG01537	PharmCAT	0.3	0	21	0
HG01538	PharmCAT	0.4	0	21	0
HG01550	PharmCAT	0.3	0	21	0
HG01551	PharmCAT	0.3	0	21	0
HG01552	PharmCAT	0.3	0	21	0
HG01556	PharmCAT	0.3	0	21	0
HG01565	PharmCAT	0.3	0	21	0
HG01566	PharmCAT	0.3	0	21	0
HG01567	PharmCAT	0.3	0	21	0
HG01571	PharmCAT	0.3	0	21	0
HG01572	PharmCAT	0.3	0	21	0
HG01573	PharmCAT	0.3	0	21	0
HG01577	PharmCAT	0.4	0	21	0
HG01578	PharmCAT	0.3	0	21	0
HG01579	PharmCAT	0.3	0	21	0
HG01595	PharmCAT	0.3	0	21	0
HG01596	PharmCAT	0.3	0	21	0
HG01597	PharmCAT	0.3	0	21	0
HG01598	PharmCAT	0.3	0	21	0
HG01599	PharmCAT	0.3	0	21	0
HG01600	PharmCAT	0.3	0	21	0
HG01601	PharmCAT	0.3	0	21	0
HG01602	PharmCAT	0.3	0	21	0
HG01603	PharmCAT	0.3	0	21	0
HG01604	PharmCAT	0.2	0	21	0
HG01605	PharmCAT	0.3	0	21	0
HG01606	PharmCAT	0.3	0	21	0
HG01607	PharmCAT	0.3	0	21	0
HG01608	PharmCAT	0.3	0	21	0
HG01609	PharmCAT	0.3	0	21	0
HG01610	PharmCAT	0.4	0	21	0
HG01611	PharmCAT	0.2	0	21	0
HG01612	PharmCAT	0.2	0	21	0
HG01613	PharmCAT	0.3	0	21	0
HG01614	PharmCAT	0.3	0	21	0
HG01615	PharmCAT	0.3	0	21	0
HG01616	PharmCAT	0.3	0	21	0
HG01617	PharmCAT	0.3	0	21	0
HG01618	PharmCAT	0.3	0	21	0
HG01619	PharmCAT	0.3	0	21	0
HG01620	PharmCAT	0.3	0	21	0
HG01621	PharmCAT	0.3	0	21	0
HG01622	PharmCAT	0.3	0	21	0
HG01623	PharmCAT	0.4	0	21	0
HG01624	PharmCAT	0.3	0	21	0
HG01625	PharmCAT	0.3	0	21	0
HG01626	PharmCAT	0.3	0	21	0
HG01627	PharmCAT	0.3	0	21	0
HG01628	PharmCAT	0.3	0	21	0
HG01629	PharmCAT	0.3	0	21	0
HG01630	PharmCAT	0.2	0	21	0
HG01631	PharmCAT	0.3	0	21	0
HG01632	PharmCAT	0.4	0	21	0
HG01633	PharmCAT	0.3	0	21	0
HG01667	PharmCAT	0.3	0	21	0
HG01668	PharmCAT	0.3	0	21	0
HG01669	PharmCAT	0.3	0	21	0
HG01670	PharmCAT	0.2	0	21	0
HG01671	PharmCAT	0.3	0	21	0
HG01672	PharmCAT	0.3	0	21	0
HG01673	PharmCAT	0.3	0	21	0
HG01674	PharmCAT	0.3	0	21	0
HG01675	PharmCAT	0.4	0	21	0
HG01676	PharmCAT	0.3	0	21	0
HG01677	PharmCAT	0.3	0	21	0
HG01678	PharmCAT	0.2	0	21	0
HG01679	PharmCAT	0.2	0	21	0
HG01680	PharmCAT	0.3	0	21	0
HG01681	PharmCAT	0.3	0	21	0
HG01682	PharmCAT	0.3	0	21	0
HG01683	PharmCAT	0.3	0	21	0
HG01684	PharmCAT	0.2	0	21	0
HG01685	PharmCAT	0.3	0	21	0
HG01686	PharmCAT	0.3	0	21	0
HG01687	PharmCAT	0.3	0	21	0
HG01694	PharmCAT	0.3	0	21	0
HG01695	PharmCAT	0.3	0	21	0
HG01696	PharmCAT	0.3	0	21	0
HG01697	PharmCAT	0.3	0	21	0
HG01698	PharmCAT	0.3	0	21	0
HG01699	PharmCAT	0.3	0	21	0
HG01700	PharmCAT	0.3	0	21	0
HG01701	PharmCAT	0.3	0	21	0
HG01702	PharmCAT	0.3	0	21	0
HG01703	PharmCAT	0.4	0	21	0
HG01704	PharmCAT	0.2	0	21	0
HG01705	PharmCAT	0.3	0	21	0
HG01706	PharmCAT	0.3	0	21	0
HG01707	PharmCAT	0.3	0	21	0
HG01708	PharmCAT	0.4	0	21	0
HG01709	PharmCAT	0.3	0	21	0
HG01710	PharmCAT	0.3	0	21	0
HG01711	PharmCAT	0.3	0	21	0
HG01746	PharmCAT	0.3	0	21	0
HG01747	PharmCAT	0.3	0	21	0
HG01748	PharmCAT	0.3	0	21	0
HG01755	PharmCAT	0.3	0	21	0
HG01756	PharmCAT	0.3	0	21	0
HG01757	PharmCAT	0.3	0	21	0
HG01761	PharmCAT	0.3	0	21	0
HG01762	PharmCAT	0.4	0	21	0
HG01763	PharmCAT	0.3	0	21	0
HG01765	PharmCAT	0.3	0	21	0
HG01766	PharmCAT	0.3	0	21	0
HG01767	PharmCAT	0.3	0	21	0
HG01768	PharmCAT	0.3	0	21	0
HG01770	PharmCAT	0.3	0	21	0
HG01771	PharmCAT	0.3	0	21	0
HG01772	PharmCAT	0.3	0	21	0
HG01773	PharmCAT	0.3	0	21	0
HG01774	PharmCAT	0.4	0	21	0
HG01775	PharmCAT	0.3	0	21	0
HG01776	PharmCAT	0.3	0	21	0
HG01777	PharmCAT	0.3	0	21	0
HG01778	PharmCAT	0.3	0	21	0
HG01779	PharmCAT	0.3	0	21	0
HG01780	PharmCAT	0.3	0	21	0
HG01781	PharmCAT	0.3	0	21	0
HG01782	PharmCAT	0.3	0	21	0
HG01784	PharmCAT	0.3	0	21	0
HG01785	PharmCAT	0.4	0	21	0
HG01786	PharmCAT	0.3	0	21	0
HG01789	PharmCAT	0.3	0	21	0
HG01790	PharmCAT	0.3	0	21	0
HG01791	PharmCAT	0.3	0	21	0
HG01794	PharmCAT	0.3	0	21	0
HG01795	PharmCAT	0.3	0	21	0
HG01796	PharmCAT	0.3	0	21	0
HG01797	PharmCAT	0.3	0	21	0
HG01798	PharmCAT	0.3	0	21	0
HG01799	PharmCAT	0.3	0	21	0
HG01800	PharmCAT	0.3	0	21	0
HG01801	PharmCAT	0.3	0	21	0
HG01802	PharmCAT	0.3	0	21	0
HG01804	PharmCAT	0.3	0	21	0
HG01805	PharmCAT	0.3	0	21	0
HG01806	PharmCAT	0.3	0	21	0
HG01807	PharmCAT	0.3	0	21	0
HG01808	PharmCAT	0.3	0	21	0
HG01809	PharmCAT	0.3	0	21	0
HG01810	PharmCAT	0.3	0	21	0
HG01811	PharmCAT	0.3	0	21	0
HG01812	PharmCAT	0.3	0	21	0
HG01813	PharmCAT	0.3	0	21	0
HG01815	PharmCAT	0.3	0	21	0
HG01816	PharmCAT	0.3	0	21	0
HG01817	PharmCAT	0.3	0	21	0
HG01840	PharmCAT	0.5	0	21	0
HG01841	PharmCAT	0.3	0	21	0
HG01842	PharmCAT	0.3	0	21	0
HG01843	PharmCAT	0.3	0	21	0
HG01844	PharmCAT	0.3	0	21	0
HG01845	PharmCAT	0.3	0	21	0
HG01846	PharmCAT	0.3	0	21	0
HG01847	PharmCAT	0.3	0	21	0
HG01848	PharmCAT	0.3	0	21	0
HG01849	PharmCAT	0.3	0	21	0
HG01850	PharmCAT	0.3	0	21	0
HG01851	PharmCAT	0.3	0	21	0
HG01852	PharmCAT	0.3	0	21	0
HG01853	PharmCAT	0.3	0	21	0
HG01855	PharmCAT	0.3	0	21	0
HG01857	PharmCAT	0.2	0	21	0
HG01858	PharmCAT	0.3	0	21	0
HG01859	PharmCAT	0.3	0	21	0
HG01860	PharmCAT	0.3	0	21	0
HG01861	PharmCAT	0.3	0	21	0
HG01862	PharmCAT	0.3	0	21	0
HG01863	PharmCAT	0.3	0	21	0
HG01864	PharmCAT	0.3	0	21	0
HG01865	PharmCAT	0.3	0	21	0
HG01866	PharmCAT	0.3	0	21	0
HG01867	PharmCAT	0.3	0	21	0
HG01868	PharmCAT	0.3	0	21	0
HG01869	PharmCAT	0.3	0	21	0
HG01870	PharmCAT	0.3	0	21	0
HG01871	PharmCAT	0.3	0	21	0
HG01872	PharmCAT	0.3	0	21	0
HG01873	PharmCAT	0.3	0	21	0
HG01874	PharmCAT	0.3	0	21	0
HG01878	PharmCAT	0.3	0	21	0
HG01879	PharmCAT	0.3	0	21	0
HG01880	PharmCAT	0.3	0	21	0
HG01881	PharmCAT	0.3	0	21	0
HG01882	PharmCAT	0.3	0	21	0
HG01883	PharmCAT	0.4	0	21	0
HG01884	PharmCAT	0.3	0	21	0
HG01885	PharmCAT	0.3	0	21	0
HG01886	PharmCAT	0.3	0	21	0
HG01887	PharmCAT	0.3	0	21	0
HG01888	PharmCAT	0.3	0	21	0
HG01889	PharmCAT	0.3	0	21	0
HG01890	PharmCAT	0.3	0	21	0
HG01891	PharmCAT	0.3	0	21	0
HG01892	PharmCAT	0.3	0	21	0
HG01893	PharmCAT	0.3	0	21	0
HG01894	PharmCAT	0.3	0	21	0
HG01895	PharmCAT	0.3	0	21	0
HG01896	PharmCAT	0.3	0	21	0
HG01897	PharmCAT	0.3	0	21	0
HG01898	PharmCAT	0.3	0	21	0
HG01912	PharmCAT	0.4	0	21	0
HG01914	PharmCAT	0.3	0	21	0
HG01915	PharmCAT	0.3	0	21	0
HG01916	PharmCAT	0.3	0	21	0
HG01917	PharmCAT	0.3	0	21	0
HG01918	PharmCAT	0.3	0	21	0
HG01919	PharmCAT	0.3	0	21	0
HG01920	PharmCAT	0.3	0	21	0
HG01921	PharmCAT	0.3	0	21	0
HG01922	PharmCAT	0.3	0	21	0
HG01923	PharmCAT	0.3	0	21	0
HG01924	PharmCAT	0.4	0	21	0
HG01925	PharmCAT	0.3	0	21	0
HG01926	PharmCAT	0.4	0	21	0
HG01927	PharmCAT	0.3	0	21	0
HG01928	PharmCAT	0.3	0	21	0
HG01932	PharmCAT	0.3	0	21	0
HG01933	PharmCAT	0.3	0	21	0
HG01934	PharmCAT	0.3	0	21	0
HG01935	PharmCAT	0.3	0	21	0
HG01936	PharmCAT	0.3	0	21	0
HG01937	PharmCAT	0.4	0	21	0
HG01938	PharmCAT	0.3	0	21	0
HG01939	PharmCAT	0.3	0	21	0
HG01940	PharmCAT	0.3	0	21	0
HG01941	PharmCAT	0.3	0	21	0
HG01942	PharmCAT	0.3	0	21	0
HG01943	PharmCAT	0.3	0	21	0
HG01944	PharmCAT	0.3	0	21	0
HG01945	PharmCAT	0.3	0	21	0
HG01946	PharmCAT	0.3	0	21	0
HG01947	PharmCAT	0.4	0	21	0
HG01948	PharmCAT	0.3	0	21	0
HG01949	PharmCAT	0.3	0	21	0
HG01950	PharmCAT	0.3	0	21	0
HG01951	PharmCAT	0.3	0	21	0
HG01952	PharmCAT	0.3	0	21	0
HG01953	PharmCAT	0.3	0	21	0
HG01954	PharmCAT	0.3	0	21	0
HG01955	PharmCAT	0.4	0	21	0
HG01956	PharmCAT	0.3	0	21	0
HG01958	PharmCAT	0.3	0	21	0
HG01959	PharmCAT	0.3	0	21	0
HG01960	PharmCAT	0.3	0	21	0
HG01961	PharmCAT	0.3	0	21	0
HG01965	PharmCAT	0.3	0	21	0
HG01967	PharmCAT	0.3	0	21	0
HG01968	PharmCAT	0.3	0	21	0
HG01969	PharmCAT	0.3	0	21	0
HG01970	PharmCAT	0.3	0	21	0
HG01971	PharmCAT	0.3	0	21	0
HG01972	PharmCAT	0.3	0	21	0
HG01973	PharmCAT	0.3	0	21	0
HG01974	PharmCAT	0.3	0	21	0
HG01975	PharmCAT	0.3	0	21	0
HG01976	PharmCAT	0.4	0	21	0
HG01977	PharmCAT	0.3	0	21	0
HG01978	PharmCAT	0.3	0	21	0
HG01979	PharmCAT	0.3	0	21	0
HG01980	PharmCAT	0.3	0	21	0
HG01981	PharmCAT	0.3	0	21	0
HG01982	PharmCAT	0.3	0	21	0
HG01983	PharmCAT	0.3	0	21	0
HG01984	PharmCAT	0.3	0	21	0
HG01985	PharmCAT	0.3	0	21	0
HG01986	PharmCAT	0.3	0	21	0
HG01987	PharmCAT	0.3	0	21	0
HG01988	PharmCAT	0.3	0	21	0
HG01989	PharmCAT	0.3	0	21	0
HG01990	PharmCAT	0.3	0	21	0
HG01991	PharmCAT	0.3	0	21	0
HG01992	PharmCAT	0.3	0	21	0
HG01993	PharmCAT	0.3	0	21	0
HG01997	PharmCAT	0.3	0	21	0
HG01998	PharmCAT	0.4	0	21	0
HG02002	PharmCAT	0.3	0	21	0
HG02003	PharmCAT	0.3	0	21	0
HG02004	PharmCAT	0.3	0	21	0
HG02006	PharmCAT	0.3	0	21	0
HG02008	PharmCAT	0.3	0	21	0
HG02009	PharmCAT	0.3	0	21	0
HG02010	PharmCAT	0.3	0	21	0
HG02011	PharmCAT	0.3	0	21	0
HG02012	PharmCAT	0.3	0	21	0
HG02013	PharmCAT	0.3	0	21	0
HG02014	PharmCAT	0.3	0	21	0
HG02015	PharmCAT	0.4	0	21	0
HG02016	PharmCAT	0.3	0	21	0
HG02017	PharmCAT	0.3	0	21	0
HG02018	PharmCAT	0.3	0	21	0
HG02019	PharmCAT	0.3	0	21	0
HG02020	PharmCAT	0.3	0	21	0
HG02023	PharmCAT	0.3	0	21	0
HG02024	PharmCAT	0.3	0	21	0
HG02025	PharmCAT	0.3	0	21	0
HG02026	PharmCAT	0.3	0	21	0
HG02027	PharmCAT	0.3	0	21	0
HG02028	PharmCAT	0.4	0	21	0
HG02029	PharmCAT	0.3	0	21	0
HG02030	PharmCAT	0.3	0	21	0
HG02031	PharmCAT	0.3	0	21	0
HG02032	PharmCAT	0.3	0	21	0
HG02035	PharmCAT	0.3	0	21	0
HG02040	PharmCAT	0.3	0	21	0
HG02047	PharmCAT	0.3	0	21	0
HG02048	PharmCAT	0.3	0	21	0
HG02049	PharmCAT	0.3	0	21	0
HG02050	PharmCAT	0.3	0	21	0
HG02051	PharmCAT	0.3	0	21	0
HG02052	PharmCAT	0.3	0	21	0
HG02053	PharmCAT	0.3	0	21	0
HG02054	PharmCAT	0.3	0	21	0
HG02055	PharmCAT	0.3	0	21	0
HG02056	PharmCAT	0.3	0	21	0
HG02057	PharmCAT	0.3	0	21	0
HG02058	PharmCAT	0.3	0	21	0
HG02059	PharmCAT	0.3	0	21	0
HG02060	PharmCAT	0.3	0	21	0
HG02061	PharmCAT	0.3	0	21	0
HG02064	PharmCAT	0.3	0	21	0
HG02067	PharmCAT	0.3	0	21	0
HG02068	PharmCAT	0.3	0	21	0
HG02069	PharmCAT	0.3	0	21	0
HG02070	PharmCAT	0.3	0	21	0
HG02071	PharmCAT	0.3	0	21	0
HG02072	PharmCAT	0.4	0	21	0
HG02073	PharmCAT	0.3	0	21	0
HG02074	PharmCAT	0.3	0	21	0
HG02075	PharmCAT	0.3	0	21	0
HG02076	PharmCAT	0.3	0	21	0
HG02077	PharmCAT	0.3	0	21	0
HG02078	PharmCAT	0.3	0	21	0
HG02079	PharmCAT	0.3	0	21	0
HG02080	PharmCAT	0.3	0	21	0
HG02081	PharmCAT	0.3	0	21	0
HG02082	PharmCAT	0.3	0	21	0
HG02083	PharmCAT	0.6	0	21	0
HG02084	PharmCAT	0.3	0	21	0
HG02085	PharmCAT	0.3	0	21	0
HG02086	PharmCAT	0.3	0	21	0
HG02087	PharmCAT	0.3	0	21	0
HG02088	PharmCAT	0.3	0	21	0
HG02089	PharmCAT	0.3	0	21	0
HG02090	PharmCAT	0.3	0	21	0
HG02091	PharmCAT	0.3	0	21	0
HG02095	PharmCAT	0.3	0	21	0
HG02102	PharmCAT	0.3	0	21	0
HG02104	PharmCAT	0.3	0	21	0
HG02105	PharmCAT	0.3	0	21	0
HG02106	PharmCAT	0.3	0	21	0
HG02107	PharmCAT	0.3	0	21	0
HG02108	PharmCAT	0.3	0	21	0
HG02111	PharmCAT	0.3	0	21	0
HG02113	PharmCAT	0.3	0	21	0
HG02116	PharmCAT	0.2	0	21	0
HG02120	PharmCAT	0.3	0	21	0
HG02121	PharmCAT	0.3	0	21	0
HG02122	PharmCAT	0.3	0	21	0
HG02126	PharmCAT	0.3	0	21	0
HG02127	PharmCAT	0.3	0	21	0
HG02128	PharmCAT	0.3	0	21	0
HG02129	PharmCAT	0.3	0	21	0
HG02130	PharmCAT	0.3	0	21	0
HG02131	PharmCAT	0.3	0	21	0
HG02132	PharmCAT	0.3	0	21	0
HG02133	PharmCAT	0.3	0	21	0
HG02134	PharmCAT	0.3	0	21	0
HG02135	PharmCAT	0.3	0	21	0
HG02136	PharmCAT	0.3	0	21	0
HG02137	PharmCAT	0.3	0	21	0
HG02138	PharmCAT	0.3	0	21	0
HG02139	PharmCAT	0.3	0	21	0
HG02140	PharmCAT	0.3	0	21	0
HG02141	PharmCAT	0.3	0	21	0
HG02142	PharmCAT	0.3	0	21	0
HG02143	PharmCAT	0.2	0	21	0
HG02144	PharmCAT	0.3	0	21	0
HG02145	PharmCAT	0.3	0	21	0
HG02146	PharmCAT	0.3	0	21	0
HG02147	PharmCAT	0.3	0	21	0
HG02148	PharmCAT	0.3	0	21	0
HG02150	PharmCAT	0.3	0	21	0
HG02151	PharmCAT	0.3	0	21	0
HG02152	PharmCAT	0.3	0	21	0
HG02153	PharmCAT	0.3	0	21	0
HG02154	PharmCAT	0.3	0	21	0
HG02155	PharmCAT	0.3	0	21	0
HG02156	PharmCAT	0.3	0	21	0
HG02164	PharmCAT	0.3	0	21	0
HG02165	PharmCAT	0.3	0	21	0
HG02166	PharmCAT	0.3	0	21	0
HG02178	PharmCAT	0.3	0	21	0
HG02179	PharmCAT	0.3	0	21	0
HG02180	PharmCAT	0.3	0	21	0
HG02181	PharmCAT	0.3	0	21	0
HG02182	PharmCAT	0.3	0	21	0
HG02184	PharmCAT	0.3	0	21	0
HG02185	PharmCAT	0.3	0	21	0
HG02186	PharmCAT	0.3	0	21	0
HG02187	PharmCAT	0.3	0	21	0
HG02188	PharmCAT	0.3	0	21	0
HG02190	PharmCAT	0.3	0	21	0
HG02215	PharmCAT	0.3	0	21	0
HG02219	PharmCAT	0.3	0	21	0
HG02220	PharmCAT	0.3	0	21	0
HG02221	PharmCAT	0.4	0	21	0
HG02222	PharmCAT	0.3	0	21	0
HG02223	PharmCAT	0.3	0	21	0
HG02224	PharmCAT	0.3	0	21	0
HG02225	PharmCAT	0.3	0	21	0
HG02229	PharmCAT	0.3	0	21	0
HG02230	PharmCAT	0.3	0	21	0
HG02231	PharmCAT	0.3	0	21	0
HG02232	PharmCAT	0.3	0	21	0
HG02233	PharmCAT	0.3	0	21	0
HG02234	PharmCAT	0.3	0	21	0
HG02235	PharmCAT	0.3	0	21	0
HG02236	PharmCAT	0.3	0	21	0
HG02237	PharmCAT	0.3	0	21	0
HG02238	PharmCAT	0.3	0	21	0
HG02239	PharmCAT	0.3	0	21	0
HG02240	PharmCAT	0.3	0	21	0
HG02250	PharmCAT	0.3	0	21	0
HG02252	PharmCAT	0.4	0	21	0
HG02253	PharmCAT	0.3	0	21	0
HG02255	PharmCAT	0.3	0	21	0
HG02256	PharmCAT	0.3	0	21	0
HG02257	PharmCAT	0.3	0	21	0
HG02258	PharmCAT	0.3	0	21	0
HG02259	PharmCAT	0.3	0	21	0
HG02260	PharmCAT	0.3	0	21	0
HG02261	PharmCAT	0.3	0	21	0
HG02262	PharmCAT	0.3	0	21	0
HG02265	PharmCAT	0.3	0	21	0
HG02266	PharmCAT	0.3	0	21	0
HG02271	PharmCAT	0.3	0	21	0
HG02272	PharmCAT	0.3	0	21	0
HG02273	PharmCAT	0.4	0	21	0
HG02274	PharmCAT	0.3	0	21	0
HG02275	PharmCAT	0.3	0	21	0
HG02277	PharmCAT	0.3	0	21	0
HG02278	PharmCAT	0.3	0	21	0
HG02279	PharmCAT	0.3	0	21	0
HG02280	PharmCAT	0.3	0	21	0
HG02281	PharmCAT	0.3	0	21	0
HG02282	PharmCAT	0.3	0	21	0
HG02283	PharmCAT	0.3	0	21	0
HG02284	PharmCAT	0.3	0	21	0
HG02285	PharmCAT	0.3	0	21	0
HG02286	PharmCAT	0.3	0	21	0
HG02287	PharmCAT	0.4	0	21	0
HG02291	PharmCAT	0.3	0	21	0
HG02292	PharmCAT	0.5	0	21	0
HG02293	PharmCAT	0.3	0	21	0
HG02298	PharmCAT	0.3	0	21	0
HG02299	PharmCAT	0.3	0	21	0
HG02300	PharmCAT	0.3	0	21	0
HG02301	PharmCAT	0.3	0	21	0
HG02302	PharmCAT	0.3	0	21	0
HG02303	PharmCAT	0.3	0	21	0
HG02304	PharmCAT	0.3	0	21	0
HG02307	PharmCAT	0.3	0	21	0
HG02308	PharmCAT	0.4	0	21	0
HG02309	PharmCAT	0.3	0	21	0
HG02312	PharmCAT	0.3	0	21	0
HG02314	PharmCAT	0.3	0	21	0
HG02315	PharmCAT	0.3	0	21	0
HG02316	PharmCAT	0.3	0	21	0
HG02317	PharmCAT	0.3	0	21	0
HG02318	PharmCAT	0.3	0	21	0
HG02321	PharmCAT	0.3	0	21	0
HG02322	PharmCAT	0.5	0	21	0
HG02323	PharmCAT	0.3	0	21	0
HG02325	PharmCAT	0.3	0	21	0
HG02330	PharmCAT	0.3	0	21	0
HG02332	PharmCAT	0.3	0	21	0
HG02334	PharmCAT	0.3	0	21	0
HG02337	PharmCAT	0.3	0	21	0
HG02339	PharmCAT	0.3	0	21	0
HG02343	PharmCAT	0.3	0	21	0
HG02345	PharmCAT	0.3	0	21	0
HG02348	PharmCAT	0.3	0	21	0
HG02351	PharmCAT	0.3	0	21	0
HG02353	PharmCAT	0.3	0	21	0
HG02355	PharmCAT	0.3	0	21	0
HG02356	PharmCAT	0.3	0	21	0
HG02360	PharmCAT	0.3	0	21	0
HG02364	PharmCAT	0.3	0	21	0
HG02367	PharmCAT	0.3	0	21	0
HG02371	PharmCAT	0.3	0	21	0
HG02373	PharmCAT	0.3	0	21	0
HG02374	PharmCAT	0.3	0	21	0
HG02375	PharmCAT	0.3	0	21	0
HG02379	PharmCAT	0.3	0	21	0
HG02380	PharmCAT	0.3	0	21	0
HG02382	PharmCAT	0.3	0	21	0
HG02383	PharmCAT	0.3	0	21	0
HG02384	PharmCAT	1.6	0	21	0
HG02385	PharmCAT	0.3	0	21	0
HG02386	PharmCAT	0.3	0	21	0
HG02389	PharmCAT	0.3	0	21	0
HG02390	PharmCAT	0.3	0	21	0
HG02391	PharmCAT	0.3	0	21	0
HG02392	PharmCAT	0.3	0	21	0
HG02394	PharmCAT	0.3	0	21	0
HG02395	PharmCAT	0.3	0	21	0
HG02396	PharmCAT	0.3	0	21	0
HG02397	PharmCAT	0.3	0	21	0
HG02398	PharmCAT	0.3	0	21	0
HG02399	PharmCAT	0.3	0	21	0
HG02401	PharmCAT	0.4	0	21	0
HG02402	PharmCAT	0.3	0	21	0
HG02406	PharmCAT	0.3	0	21	0
HG02407	PharmCAT	0.3	0	21	0
HG02408	PharmCAT	0.3	0	21	0
HG02409	PharmCAT	0.3	0	21	0
HG02410	PharmCAT	0.3	0	21	0
HG02419	PharmCAT	0.3	0	21	0
HG02420	PharmCAT	0.3	0	21	0
HG02425	PharmCAT	0.3	0	21	0
HG02427	PharmCAT	0.3	0	21	0
HG02429	PharmCAT	0.3	0	21	0
HG02433	PharmCAT	0.3	0	21	0
HG02439	PharmCAT	0.3	0	21	0
HG02442	PharmCAT	0.3	0	21	0
HG02445	PharmCAT	0.3	0	21	0
HG02449	PharmCAT	0.3	0	21	0
HG02450	PharmCAT	0.3	0	21	0
HG02451	PharmCAT	0.3	0	21	0
HG02455	PharmCAT	0.5	0	21	0
HG02461	PharmCAT	0.3	0	21	0
HG02462	PharmCAT	0.3	0	21	0
HG02463	PharmCAT	0.3	0	21	0
HG02464	PharmCAT	0.3	0	21	0
HG02465	PharmCAT	0.3	0	21	0
HG02466	PharmCAT	0.3	0	21	0
HG02470	PharmCAT	0.3	0	21	0
HG02471	PharmCAT	0.3	0	21	0
HG02476	PharmCAT	0.3	0	21	0
HG02477	PharmCAT	0.3	0	21	0
HG02479	PharmCAT	0.3	0	21	0
HG02481	PharmCAT	0.3	0	21	0
HG02484	PharmCAT	0.3	0	21	0
HG02485	PharmCAT	0.3	0	21	0
HG02489	PharmCAT	0.3	0	21	0
HG02496	PharmCAT	0.3	0	21	0
HG02497	PharmCAT	0.3	0	21	0
HG02501	PharmCAT	0.3	0	21	0
HG02502	PharmCAT	0.3	0	21	0
HG02505	PharmCAT	0.3	0	21	0
HG02508	PharmCAT	0.3	0	21	0
HG02511	PharmCAT	0.3	0	21	0
HG02512	PharmCAT	0.3	0	21	0
HG02513	PharmCAT	0.3	0	21	0
HG02514	PharmCAT	0.3	0	21	0
HG02521	PharmCAT	0.3	0	21	0
HG02522	PharmCAT	0.3	0	21	0
HG02523	PharmCAT	0.3	0	21	0
HG02524	PharmCAT	0.3	0	21	0
HG02525	PharmCAT	0.3	0	21	0
HG02526	PharmCAT	0.3	0	21	0
HG02536	PharmCAT	0.4	0	21	0
HG02537	PharmCAT	0.3	0	21	0
HG02541	PharmCAT	0.3	0	21	0
HG02545	PharmCAT	0.3	0	21	0
HG02546	PharmCAT	0.3	0	21	0
HG02549	PharmCAT	0.3	0	21	0
HG02554	PharmCAT	0.3	0	21	0
HG02555	PharmCAT	0.3	0	21	0
HG02557	PharmCAT	0.3	0	21	0
HG02558	PharmCAT	0.3	0	21	0
HG02561	PharmCAT	0.3	0	21	0
HG02562	PharmCAT	0.3	0	21	0
HG02563	PharmCAT	0.3	0	21	0
HG02568	PharmCAT	0.3	0	21	0
HG02569	PharmCAT	0.4	0	21	0
HG02570	PharmCAT	0.3	0	21	0
HG02571	PharmCAT	0.3	0	21	0
HG02572	PharmCAT	0.3	0	21	0
HG02573	PharmCAT	0.3	0	21	0
HG02574	PharmCAT	0.3	0	21	0
HG02575	PharmCAT	0.2	0	21	0
HG02577	PharmCAT	0.3	0	21	0
HG02580	PharmCAT	0.3	0	21	0
HG02582	PharmCAT	0.7	0	21	0
HG02583	PharmCAT	0.3	0	21	0
HG02584	PharmCAT	0.3	0	21	0
HG02585	PharmCAT	0.3	0	21	0
HG02586	PharmCAT	0.3	0	21	0
HG02587	PharmCAT	0.3	0	21	0
HG02588	PharmCAT	0.3	0	21	0
HG02589	PharmCAT	0.3	0	21	0
HG02590	PharmCAT	0.3	0	21	0
HG02594	PharmCAT	0.3	0	21	0
HG02595	PharmCAT	0.3	0	21	0
HG02596	PharmCAT	0.3	0	21	0
